symbol_x,open_x,dayMax_x,dayMin_x,close_x,volume_x,exchange_x,bidSize_x,bid_x,ask_x,askSize_x,settlementPeriod_x,base_symbol_x,ratio_x,aux_x,type_x,currency_x,symbol_y,open_y,dayMax_y,dayMin_y,close_y,volume_y,exchange_y,bidSize_y,bid_y,ask_y,askSize_y,settlementPeriod_y,base_symbol_y,ratio_y,aux_y,type_y,currency_y,conversion,x/y mid,x/y ask,x/y bid
GS,29000.0,29000.0,27714.0,28500.0,175.0,BUE,1200.0,28311.5,28582.0,60.0,48,GS,13.0,S,base,ARS,GSD,28.9,29.1,28.9,29.1,0.0,BUE,2.0,25.5,30.55,3.0,48,GS,13.0,D,dolar,USD,GS 48h - GSD 48h,1003.4602076124568,1120.862745098039,926.7266775777414
GSK,8735.5,8832.0,8695.5,8832.0,17.0,BUE,11.0,8299.5,8936.5,3600.0,48,GSK,4.0,K,base,ARS,GSKD,8.9,8.9,8.9,8.9,0.0,BUE,10.0,7.0,0.0,0.0,48,GSK,4.0,D,dolar,USD,GSK 48h - GSKD 48h,981.5168539325842,1276.642857142857,inf
HDB,32061.5,32061.5,32061.5,32061.5,0.0,BUE,0.0,0.0,32519.5,40.0,48,HD,32.0,B,B,ARS,HD,10220.0,10858.5,10124.5,10320.0,225.0,BUE,3300.0,10251.0,10391.0,140.0,48,HD,32.0,D,dolar,USD,HDB 48h - HD 48h,3.137133072407045,3.172324651253536,0.0
HMY,5910.0,6150.0,5727.0,5843.5,5433.0,BUE,400.0,5858.5,5954.0,400.0,48,HMY,1.0,Y,base,ARS,HMYD,6.2,6.2,6.16,6.2,62.0,BUE,31.0,5.73,6.29,320.0,48,HMY,1.0,D,dolar,USD,HMY 48h - HMYD 48h,953.2258064516129,1039.0924956369981,931.3990461049284
IBM,30833.0,33594.0,30512.5,31484.5,895.0,BUE,60.0,31199.5,31483.0,60.0,48,IBM,5.0,M,base,ARS,IBMD,32.7,34.0,32.45,34.0,41.0,BUE,35.0,30.2,34.15,1.0,48,IBM,5.0,D,dolar,USD,IBM 48h - IBMD 48h,942.9051987767583,1042.4834437086092,913.601756954612
ITUB,6564.5,6860.0,6477.5,6652.0,2131.0,BUE,280.0,6650.5,6687.0,7.0,48,ITUB,1.0,B,B,ARS,ITUBD,6.88,6.88,6.88,6.88,45.0,BUE,36.0,6.07,7.5,16.0,48,ITUB,1.0,D,dolar,USD,ITUB 48h - ITUBD 48h,954.1424418604652,1101.64744645799,886.7333333333333
IWM,19260.0,20349.0,18856.0,19443.0,2957.0,BUE,27.0,19288.0,19439.0,80.0,48,IWM,10.0,M,base,ARS,IWMD,21.9,22.45,20.0,20.5,76.0,BUE,68.0,20.3,20.5,102.0,48,IWM,10.0,D,dolar,USD,IWM 48h - IWMD 48h,879.4520547945206,957.5862068965517,940.8780487804878
JMIA,3700.0,3700.0,3399.0,3403.5,1464.0,BUE,420.0,3402.5,3435.0,29.0,48,JMIA,1.0,A,base,ARS,JMIAD,3.6,3.6,3.6,3.6,0.0,BUE,20.0,3.3,3.6,2.0,48,JMIA,1.0,D,dolar,USD,JMIA 48h - JMIAD 48h,1027.7777777777778,1040.909090909091,945.1388888888889
JNJ,9818.5,10100.0,9615.0,9970.0,5671.0,BUE,13.0,9960.0,9970.0,51.0,48,JNJ,15.0,J,base,ARS,JNJD,10.65,10.65,10.0,10.45,145.0,BUE,7.0,10.25,10.45,49.0,48,JNJ,15.0,D,dolar,USD,JNJ 48h - JNJD 48h,921.924882629108,972.6829268292682,953.11004784689
JPM,32200.0,33574.5,31911.0,32550.0,3258.0,BUE,60.0,32519.0,32750.0,1.0,48,JPM,5.0,M,base,ARS,JPMD,34.0,34.0,33.15,34.0,55.0,BUE,11.0,30.0,34.0,60.0,48,JPM,5.0,D,dolar,USD,JPM 48h - JPMD 48h,947.0588235294117,1091.6666666666667,956.4411764705883
KO,11124.0,11498.0,11000.0,11348.0,88914.0,BUE,463.0,11300.0,11350.0,4.0,48,KO,5.0,O,base,ARS,KOD,11.8,12.0,11.5,11.75,11794.0,BUE,1476.0,11.6,11.75,1283.0,48,KO,5.0,D,dolar,USD,KO 48h - KOD 48h,942.7118644067796,978.448275862069,961.7021276595744
LMT,21255.0,22000.0,21155.5,21661.0,7196.0,BUE,60.0,21665.0,21879.0,60.0,48,LMT,20.0,T,base,ARS,LMTD,23.3,23.3,23.3,23.3,0.0,BUE,1.0,22.0,22.95,4.0,48,LMT,20.0,D,dolar,USD,LMT 48h - LMTD 48h,912.2317596566523,994.5,944.00871459695
MA,12822.0,13000.0,12035.0,12458.0,477.0,BUE,120.0,12286.5,12457.5,120.0,48,MA,33.0,A,base,ARS,MAD,12.95,12.95,12.95,12.95,2.0,BUE,24.0,12.2,12.95,12.0,48,MA,33.0,D,dolar,USD,MA 48h - MAD 48h,990.1158301158301,1021.1065573770493,948.7644787644788
MELI,25650.0,26875.0,24385.0,25101.5,9309.0,BUE,100.0,25102.0,25292.0,100.0,48,MELI,60.0,I,base,ARS,MELID,26.35,26.9,25.5,26.35,673.0,BUE,1.0,26.1,26.45,14.0,48,MELI,60.0,D,dolar,USD,MELI 48h - MELID 48h,973.4345351043643,969.0421455938697,949.0359168241966
META,14149.5,15200.0,13850.0,14180.0,8805.0,BUE,200.0,14091.0,14191.5,200.0,48,META,24.0,A,base,ARS,METAD,14.85,15.25,14.4,14.5,486.0,BUE,10.0,14.35,14.75,6.0,48,META,24.0,D,dolar,USD,META 48h - METAD 48h,952.8282828282828,988.9547038327527,955.3220338983051
MMM,21300.0,22000.0,20500.0,20999.0,392.0,BUE,1600.0,20838.0,20999.0,1.0,48,MMM,5.0,M,base,ARS,MMMD,21.5,22.5,21.5,21.5,13.0,BUE,46.0,21.3,22.8,30.0,48,MMM,5.0,D,dolar,USD,MMM 48h - MMMD 48h,990.6976744186046,985.8685446009389,913.9473684210526
MO,9490.0,10246.0,9373.5,9707.0,2745.0,BUE,100.0,9650.0,9709.5,2800.0,48,MO,4.0,O,base,ARS,MOD,10.1,10.45,10.1,10.1,86.0,BUE,11.0,10.1,10.2,49.0,48,MO,4.0,D,dolar,USD,MO 48h - MOD 48h,939.6039603960396,961.3366336633663,946.0784313725491
MOS,7000.0,7093.0,6620.0,6800.0,117.0,BUE,180.0,6794.5,6893.5,3200.0,48,MOS,5.0,S,base,ARS,MOSD,8.8,8.8,8.8,8.8,0.0,BUE,0.0,0.0,9.0,29.0,48,MOS,5.0,D,dolar,USD,MOS 48h - MOSD 48h,795.4545454545454,inf,754.9444444444445
MRK,21000.0,21493.0,20038.0,20900.0,102.0,BUE,1500.0,20835.0,21027.5,1500.0,48,MRK,5.0,K,base,ARS,MRKD,21.6,21.6,21.6,21.6,16.0,BUE,15.0,19.9,22.65,8.0,48,MRK,5.0,D,dolar,USD,MRK 48h - MRKD 48h,972.2222222222222,1056.6582914572864,919.8675496688742
MSFT,12249.0,12300.0,11626.5,12000.0,16353.0,BUE,4.0,11933.5,12000.0,4.0,48,MSFT,30.0,T,base,ARS,MSFTD,12.6,12.75,12.0,12.2,775.0,BUE,168.0,12.15,12.4,2.0,48,MSFT,30.0,D,dolar,USD,MSFT 48h - MSFTD 48h,972.1428571428572,987.6543209876543,962.3790322580645
MSTR,31500.0,33850.0,29100.0,30099.0,1817.0,BUE,102.0,29200.0,30098.5,120.0,48,MSTR,20.0,R,base,ARS,MSTRD,32.3,33.0,32.3,33.0,0.0,BUE,10.0,12.55,0.0,0.0,48,MSTR,20.0,D,dolar,USD,MSTR 48h - MSTRD 48h,975.232198142415,2398.2868525896415,inf
NFLX,28950.0,30200.0,28289.5,29186.0,1000.0,BUE,80.0,28931.5,29194.5,80.0,48,NFLX,16.0,X,base,ARS,NFLXD,30.55,31.0,30.55,31.0,13.0,BUE,30.0,28.4,30.95,1.0,48,NFLX,16.0,D,dolar,USD,NFLX 48h - NFLXD 48h,947.6268412438625,1027.975352112676,934.7819063004847
NIO,2180.0,2298.5,2111.0,2180.0,74413.0,BUE,235.0,2161.0,2185.0,217.0,48,NIO,4.0,O,base,ARS,NIOD,2.3,2.4,2.2,2.21,1406.0,BUE,2.0,2.23,2.28,2.0,48,NIO,4.0,D,dolar,USD,NIO 48h - NIOD 48h,947.8260869565219,979.8206278026906,947.8070175438597
NKE,8873.0,9000.0,8504.5,8630.0,12757.0,BUE,1.0,8555.0,8639.5,4.0,48,NKE,12.0,E,base,ARS,NKED,9.15,9.6,9.0,9.09,184.0,BUE,54.0,9.0,9.09,39.0,48,NKE,12.0,D,dolar,USD,NKE 48h - NKED 48h,969.7267759562841,959.9444444444445,941.1441144114411
NVDA,20139.0,20350.0,19232.0,19699.5,7812.0,BUE,45.0,19299.0,19300.0,4.0,48,NVDA,24.0,A,base,ARS,NVDAD,20.7,20.9,20.0,20.35,532.0,BUE,30.0,20.5,20.7,18.0,48,NVDA,24.0,D,dolar,USD,NVDA 48h - NVDAD 48h,972.8985507246377,941.4634146341464,932.3188405797101
OXY,11239.0,11819.5,10690.0,11386.0,698.0,BUE,100.0,11386.5,11538.5,100.0,48,OXY,5.0,Y,base,ARS,OXYD,11.5,11.7,11.5,11.7,0.0,BUE,3.0,11.2,12.25,217.0,48,OXY,5.0,D,dolar,USD,OXY 48h - OXYD 48h,977.304347826087,1030.2232142857144,929.5102040816327
PAAS,5234.5,5469.0,5000.0,5201.0,927.0,BUE,6.0,4926.0,5190.5,1.0,48,PAAS,3.0,S,base,ARS,PAASD,5.25,5.6,5.25,5.5,0.0,BUE,12.0,4.8,5.95,9.0,48,PAAS,3.0,D,dolar,USD,PAAS 48h - PAASD 48h,997.047619047619,1081.3541666666667,827.8991596638655
PANW,5600.0,5780.0,5532.5,5650.0,706.0,BUE,360.0,5603.5,5664.0,360.0,48,PANW,50.0,W,base,ARS,PANWD,5.9,5.9,5.9,5.9,0.0,BUE,2.0,5.5,0.0,0.0,48,PANW,50.0,D,dolar,USD,PANW 48h - PANWD 48h,949.1525423728813,1029.8181818181818,inf
PBR,15100.0,15730.0,14949.5,15350.5,8028.0,BUE,20.0,15350.0,15420.0,45.0,48,PBR,1.0,R,base,ARS,PBRD,16.0,16.0,15.15,15.95,213.0,BUE,20.0,15.4,16.0,77.0,48,PBR,1.0,D,dolar,USD,PBR 48h - PBRD 48h,943.75,1001.2987012987013,959.375
PEP,27221.0,27870.0,26400.0,27448.5,1247.0,BUE,1.0,27070.0,27070.0,3.0,48,PEP,6.0,P,base,ARS,PEPD,28.3,28.4,28.0,28.0,29.0,BUE,2.0,27.1,28.0,18.0,48,PEP,6.0,D,dolar,USD,PEP 48h - PEPD 48h,961.8727915194346,998.8929889298893,966.7857142857143
PFE,13450.0,14500.0,13350.0,13796.5,8693.0,BUE,80.0,13701.5,13796.0,80.0,48,PFE,2.0,E,base,ARS,PFED,14.35,14.85,13.7,14.85,179.0,BUE,32.0,14.3,15.0,30.0,48,PFE,2.0,D,dolar,USD,PFE 48h - PFED 48h,937.2822299651568,964.7552447552447,913.4333333333333
PG,27500.0,28850.0,27295.5,28100.0,3669.0,BUE,3.0,28000.0,28208.5,1200.0,48,PG,5.0,G,base,ARS,PGD,29.0,29.0,29.0,29.0,21.0,BUE,5.0,28.2,30.95,6.0,48,PG,5.0,D,dolar,USD,PG 48h - PGD 48h,948.2758620689655,1000.3014184397164,904.6849757673667
PSX,21237.0,21505.0,20841.0,21505.0,97.0,BUE,80.0,21200.5,21504.5,80.0,48,PSX,6.0,X,base,ARS,PSXD,20.0,20.0,20.0,20.0,0.0,BUE,1.0,20.0,0.0,0.0,48,PSX,6.0,D,dolar,USD,PSX 48h - PSXD 48h,1061.85,1075.225,inf
PYPL,7390.5,7736.5,7223.0,7380.0,9371.0,BUE,180.0,7342.5,7380.0,43.0,48,PYPL,8.0,L,base,ARS,PYPLD,7.84,7.84,7.5,7.5,208.0,BUE,30.0,7.5,7.37,1.0,48,PYPL,8.0,D,dolar,USD,PYPL 48h - PYPLD 48h,942.6658163265306,984.0,996.2686567164179
QCOM,12525.0,13100.0,12258.5,12674.0,1683.0,BUE,120.0,12562.5,12669.5,120.0,48,QCOM,11.0,M,base,ARS,QCOMD,13.0,13.1,12.5,13.1,43.0,BUE,30.0,12.7,13.1,66.0,48,QCOM,11.0,D,dolar,USD,QCOM 48h - QCOMD 48h,963.4615384615385,997.5984251968505,958.969465648855
QQQ,20182.0,20400.0,19127.5,19713.0,9630.0,BUE,100.0,19557.5,19712.5,100.0,48,QQQ,20.0,Q,base,ARS,QQQD,20.5,20.75,20.05,20.45,800.0,BUE,18.0,20.1,20.45,3.0,48,QQQ,20.0,D,dolar,USD,QQQ 48h - QQQD 48h,984.4878048780488,980.7213930348258,956.356968215159
RBLX,22000.0,22864.0,21548.5,21804.0,460.0,BUE,100.0,21983.0,22250.0,100.0,48,RBLX,2.0,X,base,ARS,RBLXD,16.9,16.9,16.9,16.9,0.0,BUE,5.0,10.8,0.0,0.0,48,RBLX,2.0,D,dolar,USD,RBLX 48h - RBLXD 48h,1301.775147928994,2060.185185185185,inf
RIO,17580.5,18299.0,17252.0,17897.0,648.0,BUE,18.0,17760.0,17898.5,1800.0,48,RIO,4.0,O,base,ARS,RIOD,18.8,18.8,18.45,18.45,5.0,BUE,2.0,17.0,21.0,1.0,48,RIO,4.0,D,dolar,USD,RIO 48h - RIOD 48h,935.1329787234042,1052.8529411764705,845.7142857142857
SATL,1668.5,1694.0,1600.0,1639.0,4859.0,BUE,3.0,1620.5,1640.0,96.0,48,SATL,1.0,L,base,ARS,SATLD,1.85,1.85,1.84,1.84,11.0,BUE,550.0,1.6,1.84,79.0,48,SATL,1.0,D,dolar,USD,SATL 48h - SATLD 48h,901.8918918918919,1025.0,880.7065217391304
SE,1180.0,1250.0,1180.0,1215.0,10250.0,BUE,16200.0,1204.5,1215.0,28.0,48,SE,32.0,E,base,ARS,SED,1.3,1.3,1.25,1.25,5.0,BUE,50.0,1.2,1.3,11.0,48,SE,32.0,D,dolar,USD,SE 48h - SED 48h,907.6923076923076,1012.5,926.5384615384615
