symbol_x,open_x,dayMax_x,dayMin_x,close_x,volume_x,exchange_x,bidSize_x,bid_x,ask_x,askSize_x,settlementPeriod_x,base_symbol_x,ratio_x,aux_x,type_x,currency_x,volume_norm_x,can_use_x,symbol_y,open_y,dayMax_y,dayMin_y,close_y,volume_y,exchange_y,bidSize_y,bid_y,ask_y,askSize_y,settlementPeriod_y,base_symbol_y,ratio_y,aux_y,type_y,currency_y,volume_norm_y,can_use_y,x/y mid,x/y ask,x/y bid,vol_value_x,vol_value_y,spread_x,spread_y,max_spread,base_symbol,short_name
KO,11998.0,12475.0,11801.0,12401.0,201558.0,BUE,180.0,12401.0,12440.0,21.0,48,KO,5.0,O,base,ARS,63.579818248344566,1,KOD,12.15,12.35,11.9,12.25,22284.0,BUE,621.0,12.1,12.15,50.0,48,KO,5.0,D,dolar,USD,63.579818248344566,1,987.4897119341564,1028.099173553719,1020.6584362139918,2418292884.0,270750.60000000003,0.0031399702105390282,0.004123711340206244,0.004123711340206244,KO,The Coca-cola Company
LMT,22520.0,23815.0,21563.0,23580.0,719.0,BUE,1400.0,23584.0,23795.0,12.0,48,LMT,20.0,T,base,ARS,6.980595662961181,1,LMTD,24.0,24.0,24.0,24.0,1.0,BUE,17.0,21.15,24.0,27.0,48,LMT,20.0,D,dolar,USD,6.980595662961181,1,938.3333333333334,1125.0591016548465,982.6666666666666,16191880.0,24.0,0.0089068996812934,0.1262458471760798,0.1262458471760798,LMT,Lockheed Martin
MA,12600.0,13125.0,12399.0,13035.5,578.0,BUE,120.0,13036.0,13200.0,165.0,48,MA,33.0,A,base,ARS,0.33173151978051085,0,MAD,13.0,13.5,13.0,13.5,42.0,BUE,30.0,11.8,12.5,40.0,48,MA,33.0,D,dolar,USD,0.33173151978051085,0,969.2307692307693,1118.6440677966102,1042.88,7282800.0,546.0,0.012501905778319866,0.057613168724279774,0.057613168724279774,MA,Mastercard Inc.
MELI,25382.0,26200.0,24884.0,26075.0,12234.0,BUE,40.0,25800.5,26100.0,1.0,48,MELI,60.0,I,base,ARS,19.924790562416238,1,MELID,25.9,26.35,24.5,25.6,1382.0,BUE,32.0,25.5,25.6,94.0,48,MELI,60.0,D,dolar,USD,19.924790562416238,1,980.0,1023.5294117647059,1007.83203125,310523388.0,35793.799999999996,0.011541314630880243,0.003913894324853284,0.011541314630880243,MELI,Mercadolibre
META,14286.5,14930.0,13990.0,14900.0,13486.0,BUE,1.0,14401.0,14818.5,7.0,48,META,24.0,A,base,ARS,7.955767760200584,1,METAD,15.0,15.0,14.0,14.65,1278.0,BUE,10.0,14.55,14.8,10.0,48,META,24.0,D,dolar,USD,7.955767760200584,1,952.4333333333333,1018.4536082474226,973.0405405405405,192667739.0,19170.0,0.028576806584643816,0.017035775127768313,0.028576806584643816,META,Meta Platforms Inc
MMM,22500.0,22500.0,20900.0,22448.5,1282.0,BUE,1.0,22400.5,22450.0,1.0,48,MMM,5.0,M,base,ARS,0.5231357141611679,0,MMMD,23.5,23.9,21.5,23.85,125.0,BUE,20.0,19.9,23.5,1.0,48,MMM,5.0,D,dolar,USD,0.5231357141611679,0,957.4468085106383,1128.140703517588,953.2127659574468,28845000.0,2937.5,0.00220733325158025,0.1658986175115208,0.1658986175115208,MMM,3m
MO,10290.0,10822.5,10223.0,10725.5,6432.0,BUE,14.0,10725.0,10770.0,7.0,48,MO,4.0,O,base,ARS,1.3636985046832835,1,MOD,11.25,11.95,11.2,11.5,316.0,BUE,21.0,11.0,11.5,18.0,48,MO,4.0,D,dolar,USD,1.3636985046832835,1,914.6666666666666,979.0909090909091,932.6086956521739,66185280.0,3555.0,0.00418702023726448,0.044444444444444446,0.044444444444444446,MO,Altria Group
MRK,22000.0,24000.0,22000.0,23977.0,1042.0,BUE,60.0,23778.0,24031.5,60.0,48,MRK,5.0,K,base,ARS,0.17097268690972725,0,MRKD,23.1,23.2,22.5,22.5,48.0,BUE,1.0,21.4,24.4,15.0,48,MRK,5.0,D,dolar,USD,0.17097268690972725,0,952.3809523809523,1122.9672897196263,974.5081967213115,22924000.0,1108.8000000000002,0.010604586954475574,0.13100436681222707,0.13100436681222707,MRK,Merck
MSFT,12279.5,12849.5,11700.0,12795.0,25235.0,BUE,16.0,12692.5,12858.5,38.0,48,MSFT,30.0,T,base,ARS,13.38155714460144,1,MSFTD,12.65,13.2,12.2,12.5,2296.0,BUE,19.0,12.45,12.5,58.0,48,MSFT,30.0,D,dolar,USD,13.38155714460144,1,970.7114624505929,1032.8112449799198,1015.4,309873182.5,29044.4,0.012993620601933388,0.004008016032064185,0.012993620601933388,MSFT,Microsoft
MSTR,33000.0,33320.5,31350.0,32799.5,1905.0,BUE,50.0,32680.0,32800.0,5.0,48,MSTR,20.0,R,base,ARS,3.03191564786583,1,MSTRD,34.0,35.5,33.0,35.2,0.0,BUE,30.0,28.3,35.0,6.0,48,MSTR,20.0,D,dolar,USD,3.03191564786583,1,970.5882352941177,1159.0106007067138,933.7142857142857,62865000.0,0.0,0.0036652412950519244,0.2116903633491311,0.2116903633491311,MSTR,Microstrategy Incorporated
NFLX,28985.0,30648.0,28730.0,30409.5,1866.0,BUE,80.0,30418.5,30580.0,2.0,48,NFLX,16.0,X,base,ARS,1.5412034337738314,1,NFLXD,31.5,31.9,30.8,30.8,48.0,BUE,1.0,28.0,31.5,1.0,48,NFLX,16.0,D,dolar,USD,1.5412034337738314,1,920.1587301587301,1092.142857142857,965.6666666666666,54086010.0,1512.0,0.005295212177348623,0.11764705882352941,0.11764705882352941,NFLX,Netflix
NIO,2115.0,2209.5,2005.5,2191.0,132659.0,BUE,12.0,2180.0,2200.0,31.0,48,NIO,4.0,O,base,ARS,8.615758765137556,1,NIOD,2.15,2.25,2.06,2.25,1717.0,BUE,146.0,2.25,2.32,16.0,48,NIO,4.0,D,dolar,USD,8.615758765137556,1,983.7209302325582,977.7777777777778,939.6551724137931,280573785.0,3691.5499999999997,0.0091324200913242,0.03063457330415748,0.03063457330415748,NIO,Nio Inc.
NKE,8910.0,9093.0,8560.0,9040.0,11428.0,BUE,8.0,8950.0,9050.0,1.0,48,NKE,12.0,E,base,ARS,6.9057456298668844,1,NKED,9.4,9.4,9.0,9.15,389.0,BUE,5.0,8.82,9.25,6.0,48,NKE,12.0,D,dolar,USD,6.9057456298668844,1,947.8723404255319,1026.077097505669,967.5675675675676,101823480.0,3656.6000000000004,0.011111111111111112,0.04759269507470943,0.04759269507470943,NKE,Nike
NVDA,19900.0,20570.0,19300.0,20499.0,11126.0,BUE,7.0,20250.5,20469.5,1.0,48,NVDA,24.0,A,base,ARS,15.97179918606598,1,NVDAD,20.25,20.7,19.8,20.25,922.0,BUE,46.0,20.25,20.45,19.0,48,NVDA,24.0,D,dolar,USD,15.97179918606598,1,982.716049382716,1010.8395061728395,990.2444987775061,221407400.0,18670.5,0.010756385068762279,0.009828009828009793,0.010756385068762279,NVDA,Nvidia
NVS,26087.5,27011.5,26000.0,26628.5,116.0,BUE,2.0,24067.0,27305.5,60.0,48,NVS,4.0,S,base,ARS,0.03517369524602529,0,NVSD,27.6,27.6,27.0,27.4,0.0,BUE,5.0,22.1,0.0,0.0,48,NVS,4.0,D,dolar,USD,0.03517369524602529,0,945.1992753623188,1235.5429864253392,inf,3026150.0,0.0,0.12607912793809917,2.0,2.0,NVS,Novartis Ag
OXY,12053.0,12587.5,11697.5,12426.5,2310.0,BUE,100.0,12427.0,12560.0,111.0,48,OXY,5.0,Y,base,ARS,0.6572962175753183,0,OXYD,11.95,12.5,11.9,12.5,38.0,BUE,1.0,11.9,12.5,222.0,48,OXY,5.0,D,dolar,USD,0.6572962175753183,0,1008.6192468619247,1055.4621848739496,994.16,27842430.0,454.09999999999997,0.010645535678552847,0.04918032786885243,0.04918032786885243,OXY,Occidental Petroleum Corporation
PAAS,5390.0,5499.5,5000.0,5274.5,8353.0,BUE,18.0,5228.5,5274.5,37.0,48,PAAS,3.0,S,base,ARS,0.28245585710247567,0,PAASD,5.68,5.78,5.68,5.75,0.0,BUE,22.0,5.0,5.65,18.0,48,PAAS,3.0,D,dolar,USD,0.28245585710247567,0,948.943661971831,1054.9,925.3982300884956,45022670.0,0.0,0.008759402075597448,0.12206572769953059,0.12206572769953059,PAAS,Pan American Silver Corp.
PANW,5733.0,5897.0,5704.5,5897.0,425.0,BUE,360.0,5864.5,5951.0,360.0,48,PANW,50.0,W,base,ARS,0.1983283168152836,0,PANWD,5.9,5.9,5.9,5.9,0.0,BUE,2.0,5.5,5.9,10.0,48,PANW,50.0,D,dolar,USD,0.1983283168152836,0,971.6949152542372,1082.0,993.9830508474575,2436525.0,0.0,0.01464178409716051,0.0701754385964913,0.0701754385964913,PANW,"Palo Alto Networks, Inc."
PBR,15710.0,17200.0,15710.0,17110.0,15479.0,BUE,1.0,16990.0,17147.5,43.0,48,PBR,1.0,R,base,ARS,7.506017571423897,1,PBRD,16.2,16.8,16.15,16.8,707.0,BUE,84.0,16.65,16.85,93.0,48,PBR,1.0,D,dolar,USD,7.506017571423897,1,969.7530864197531,1029.87987987988,1008.3086053412462,243175090.0,11453.4,0.00922738923471256,0.011940298507462857,0.011940298507462857,PBR,Petroleo Brasileiro S.a.
PEP,28730.0,29900.0,28215.0,29452.0,2626.0,BUE,2.0,29453.0,29898.0,1.0,48,PEP,6.0,P,base,ARS,2.153420395671053,1,PEPD,29.0,29.5,28.3,29.3,168.0,BUE,1.0,27.1,30.2,20.0,48,PEP,6.0,D,dolar,USD,2.153420395671053,1,990.6896551724138,1103.2472324723246,975.2649006622516,75444980.0,4872.0,0.014995535037320349,0.10820244328097724,0.10820244328097724,PEP,Pepsico
PFE,15000.0,15500.0,14550.5,15440.0,34153.0,BUE,20.0,15480.0,15500.0,533.0,48,PFE,2.0,E,base,ARS,6.075034982119898,1,PFED,15.65,16.2,15.0,16.1,1121.0,BUE,15.0,15.4,16.0,59.0,48,PFE,2.0,D,dolar,USD,6.075034982119898,1,958.4664536741213,1006.4935064935065,967.5,512295000.0,17543.65,0.0012911555842479018,0.03821656050955412,0.03821656050955412,PFE,Pfizer
PG,31000.0,31000.0,29211.0,30670.0,2307.0,BUE,1.0,30580.0,30699.0,1.0,48,PG,5.0,G,base,ARS,5.088585901868146,1,PGD,32.15,34.1,32.0,33.5,108.0,BUE,1.0,25.1,33.45,21.0,48,PG,5.0,D,dolar,USD,5.088585901868146,1,964.2301710730949,1223.0677290836652,914.2002989536621,71517000.0,3472.2,0.003883875389611449,0.28522630230572166,0.28522630230572166,PG,Procter & Gamble
PSX,22325.5,23348.5,22325.5,23348.5,26.0,BUE,80.0,23230.5,23497.5,80.0,48,PSX,6.0,X,base,ARS,0.09893850159944272,0,PSXD,20.0,20.0,20.0,20.0,0.0,BUE,5.0,18.7,0.0,0.0,48,PSX,6.0,D,dolar,USD,0.09893850159944272,0,1116.275,1256.5508021390374,inf,580463.0,0.0,0.01142783769902414,2.0,2.0,PSX,Phillips 66
PYPL,7600.0,7659.0,7289.0,7603.0,26586.0,BUE,36.0,7580.0,7603.0,19.0,48,PYPL,8.0,L,base,ARS,3.654000922574046,1,PYPLD,7.45,7.7,7.3,7.6,497.0,BUE,30.0,7.38,7.6,4.0,48,PYPL,8.0,D,dolar,USD,3.654000922574046,1,1020.1342281879195,1030.2168021680218,997.3684210526317,202053600.0,3702.65,0.0030297042745175526,0.029372496662216255,0.029372496662216255,PYPL,Paypal Holdings Inc.
QCOM,12550.0,12991.0,12364.0,12920.5,5571.0,BUE,120.0,12866.5,12925.0,7.0,48,QCOM,11.0,M,base,ARS,1.1539943980211134,1,QCOMD,12.9,12.95,12.25,12.3,118.0,BUE,30.0,12.1,13.0,8.0,48,QCOM,11.0,D,dolar,USD,1.1539943980211134,1,972.8682170542636,1068.1818181818182,989.7307692307693,69916050.0,1522.2,0.004536378264156796,0.07171314741035859,0.07171314741035859,QCOM,Qualcomm
QQQ,20080.0,20748.0,19610.5,20606.0,15358.0,BUE,5.0,20500.0,20779.5,15.0,48,QQQ,20.0,Q,base,ARS,12.190191011997511,1,QQQD,20.7,20.8,20.3,20.45,2264.0,BUE,72.0,20.45,20.7,6.0,48,QQQ,20.0,D,dolar,USD,12.190191011997511,1,970.048309178744,1016.1124694376529,990.3381642512078,308388640.0,46864.799999999996,0.013541830690778715,0.012150668286755772,0.013541830690778715,QQQ,Etf Invesco Qqq Trust
RBLX,21233.0,21826.0,20729.5,21620.0,171.0,BUE,20.0,19700.0,21814.5,100.0,48,RBLX,2.0,X,base,ARS,0.47365766595731845,0,RBLXD,16.9,16.9,16.9,16.9,0.0,BUE,4.0,16.9,0.0,0.0,48,RBLX,2.0,D,dolar,USD,0.47365766595731845,0,1256.3905325443789,1290.7988165680474,inf,3630843.0,0.0,0.10186802201640391,2.0,2.0,RBLX,Roblox Corporation
RIO,18473.0,19100.0,17680.0,19053.5,1371.0,BUE,81.0,19000.0,19149.5,100.0,48,RIO,4.0,O,base,ARS,0.7713258631084567,1,RIOD,19.5,19.5,17.95,17.95,37.0,BUE,9.0,17.95,19.1,18.0,48,RIO,4.0,D,dolar,USD,0.7713258631084567,1,947.3333333333334,1066.824512534819,994.7643979057591,25326483.0,721.5,0.007837586337959869,0.062078272604588515,0.062078272604588515,RIO,Rio Tinto
SATL,1520.0,1672.0,1468.0,1590.5,11659.0,BUE,31.0,1590.5,1615.0,55.0,48,SATL,1.0,L,base,ARS,0.652644720181374,0,SATLD,1.72,1.72,1.6,1.69,584.0,BUE,7.0,1.65,1.68,3.0,48,SATL,1.0,D,dolar,USD,0.652644720181374,0,883.7209302325582,978.7878787878789,946.7261904761905,17721680.0,1004.48,0.015286226797691468,0.018018018018018035,0.018018018018018035,SATL,Satellogic Inc.
SE,1208.0,1262.0,1122.0,1242.0,19450.0,BUE,16200.0,1235.5,1238.5,11.0,48,SE,32.0,E,base,ARS,0.6016673591135872,0,SED,1.24,1.24,1.2,1.24,45.0,BUE,1.0,1.22,1.24,34.0,48,SE,32.0,D,dolar,USD,0.6016673591135872,0,974.1935483870968,1015.1639344262295,996.3709677419355,23495600.0,55.8,0.002425222312045271,0.016260162601626032,0.016260162601626032,SE,Sea Ltd.
SHOP,691.0,691.0,635.0,684.5,47439.0,BUE,49.0,680.5,684.5,8.0,48,SHOP,107.0,P,base,ARS,0.382726656580032,0,SHOPD,0.71,0.71,0.69,0.71,852.0,BUE,200.0,0.68,0.71,1348.0,48,SHOP,107.0,D,dolar,USD,0.382726656580032,0,973.2394366197184,1006.6176470588234,958.4507042253522,32780349.0,604.92,0.005860805860805861,0.04316546762589916,0.04316546762589916,SHOP,Shopify Inc.
SLB,17400.0,18345.5,16957.5,18104.5,425.0,BUE,85.0,18105.0,18250.0,3.0,48,SLB,3.0,B,B,ARS,0.12651526522624287,0,SLBD,19.5,19.5,19.5,19.5,0.0,BUE,5.0,15.5,19.5,5.0,48,SLB,3.0,D,dolar,USD,0.12651526522624287,0,892.3076923076923,1177.4193548387098,928.4615384615385,7395000.0,0.0,0.007976894512446707,0.22857142857142856,0.22857142857142856,SLB,Schlumberger
SNOW,6255.5,6352.5,6134.0,6291.0,518.0,BUE,280.0,6291.5,6368.5,280.0,48,SNOW,30.0,W,base,ARS,0.3517152416428675,0,SNOWD,6.75,6.75,6.75,6.75,73.0,BUE,5.0,5.5,6.65,1.0,48,SNOW,30.0,D,dolar,USD,0.3517152416428675,0,926.7407407407408,1157.909090909091,946.0902255639097,3240349.0,492.75,0.012164296998420221,0.1893004115226338,0.1893004115226338,SNOW,Snowflake Inc.
SPGI,9578.0,9918.0,9530.0,9910.0,385.0,BUE,4000.0,9810.5,9910.0,7.0,48,SPGI,45.0,I,base,ARS,0.30583983219890165,0,SPGID,9.8,10.0,9.8,10.0,98.0,BUE,18.0,9.8,10.8,14.0,48,SPGI,45.0,D,dolar,USD,0.30583983219890165,0,977.3469387755101,1011.2244897959183,908.3796296296296,3687530.0,960.4000000000001,0.010091022032909916,0.0970873786407767,0.0970873786407767,SPGI,S&p Global Inc.
SPOT,6705.0,7058.5,6591.0,6848.5,1567.0,BUE,2.0,6848.5,6903.0,19.0,48,SPOT,28.0,T,base,ARS,0.2850684599741519,0,SPOTD,7.1,7.1,7.0,7.0,0.0,BUE,10.0,6.0,7.0,4.0,48,SPOT,28.0,D,dolar,USD,0.2850684599741519,0,944.3661971830986,1150.5,978.3571428571429,10506735.0,0.0,0.007926408028215103,0.15384615384615385,0.15384615384615385,SPOT,Spotify Technology S.a.
SPY,23767.0,24456.0,23220.0,24305.0,97168.0,BUE,409.0,24305.0,24368.0,4.0,48,SPY,20.0,Y,base,ARS,100.0,1,SPYD,24.0,24.35,23.7,24.1,6542.0,BUE,89.0,23.8,24.1,73.0,48,SPY,20.0,D,dolar,USD,100.0,1,990.2916666666666,1023.8655462184873,1008.50622406639,2309391856.0,157008.0,0.0025887042097261317,0.012526096033402951,0.012526096033402951,SPY,Etf Spdr S&p 500
SQ,3502.0,3585.0,3332.0,3555.0,16981.0,BUE,410.0,3518.5,3555.0,1158.0,48,SQ,20.0,Q,base,ARS,0.6453366102796785,0,SQD,3.8,3.8,3.54,3.55,39.0,BUE,150.0,3.45,3.55,11.0,48,SQ,20.0,D,dolar,USD,0.6453366102796785,0,921.578947368421,1030.4347826086955,991.1267605633803,59467462.0,148.2,0.010320209231639217,0.02857142857142847,0.02857142857142847,SQ,Square Inc.
T,5750.0,6000.0,5681.0,5971.0,7567.0,BUE,6.0,5959.0,5971.0,1.0,48,T,3.0,T,base,ARS,11.718495642084873,1,TD,5.98,6.2,5.7,6.15,172.0,BUE,67.0,5.61,6.15,197.0,48,T,3.0,D,dolar,USD,11.718495642084873,1,961.5384615384614,1064.349376114082,968.9430894308942,43510250.0,1028.5600000000002,0.00201173512154233,0.09183673469387754,0.09183673469387754,T,At&t
TEN,34700.0,36011.0,33618.0,35871.5,1462.0,BUE,70.0,35639.0,35829.0,200.0,48,TEN,1.0,N,base,ARS,4.105304384642048,1,TEND,36.2,37.5,36.2,37.5,80.0,BUE,1.0,31.4,38.85,20.0,48,TEN,1.0,D,dolar,USD,4.105304384642048,1,958.5635359116021,1141.0509554140128,917.3487773487773,50731400.0,2896.0,0.0053170649801309675,0.21209964412811397,0.21209964412811397,TEN,Tenaris
TM,34900.0,37774.0,34900.0,37773.0,730.0,BUE,1500.0,37221.5,37772.5,50.0,48,TM,5.0,M,base,ARS,0.8706942388921295,1,TMD,40.0,40.0,40.0,40.0,12.0,BUE,1.0,34.4,39.95,20.0,48,TM,5.0,D,dolar,USD,0.8706942388921295,1,872.5,1098.0377906976744,931.7021276595744,25477000.0,480.0,0.014694508894044857,0.1492938802958979,0.1492938802958979,TM,Toyota Motors
TSLA,16400.0,16660.0,15732.0,16576.0,43305.0,BUE,15.0,16530.0,16576.0,1415.0,48,TSLA,15.0,A,base,ARS,17.83636923306696,1,TSLAD,16.9,17.15,16.1,16.8,3519.0,BUE,16.0,16.35,16.75,7.0,48,TSLA,15.0,D,dolar,USD,17.83636923306696,1,970.414201183432,1013.8226299694189,986.8656716417911,710202000.0,59471.1,0.0027789524557482025,0.024169184290030125,0.024169184290030125,TSLA,Tesla
TXN,34000.0,34749.5,32715.0,34749.0,251.0,BUE,40.0,34309.0,34748.5,40.0,48,TXN,5.0,N,base,ARS,0.38211038598237457,0,TXND,33.0,33.0,33.0,33.0,0.0,BUE,5.0,29.0,36.9,9.0,48,TXN,5.0,D,dolar,USD,0.38211038598237457,0,1030.3030303030303,1198.2241379310344,929.7831978319783,8534000.0,0.0,0.012728523332005937,0.23975720789074348,0.23975720789074348,TXN,Texas Instruments
TXR,21400.0,21500.0,19500.0,21500.0,2411.0,BUE,400.0,21352.0,21500.0,6.0,48,TXR,2.0,R,base,ARS,1.757291651519037,1,TXRD,20.7,21.7,20.7,21.7,38.0,BUE,18.0,19.15,21.0,11.0,48,TXR,2.0,D,dolar,USD,1.757291651519037,1,1033.816425120773,1122.7154046997389,1016.7619047619048,51595400.0,786.6,0.006907495566134603,0.09215442092154429,0.09215442092154429,TXR,Ternium
UAL,8134.0,8273.5,7930.0,8237.5,385.0,BUE,2.0,8130.0,8248.5,150.0,48,UAL,5.0,L,base,ARS,0.0876629433594853,0,UALD,11.0,11.0,11.0,11.0,0.0,BUE,2.0,8.0,11.8,3.0,48,UAL,5.0,D,dolar,USD,0.0876629433594853,0,739.4545454545455,1031.0625,688.9830508474575,3131590.0,0.0,0.014470189577800165,0.3838383838383839,0.3838383838383839,UAL,"United Airlines Holdings, Inc."
UBER,29000.0,30445.0,28878.5,30000.0,210.0,BUE,1900.0,29955.5,30378.0,80.0,48,UBER,2.0,R,base,ARS,0.6044217381458767,0,UBERD,28.0,28.0,28.0,28.0,0.0,BUE,2.0,26.0,0.0,0.0,48,UBER,2.0,D,dolar,USD,0.6044217381458767,0,1035.7142857142858,1168.3846153846155,inf,6090000.0,0.0,0.01400548617269013,2.0,2.0,UBER,"Uber Technologies, Inc."
UNH,16310.0,17116.0,16306.0,17028.0,4264.0,BUE,14.0,16900.0,17087.5,100.0,48,UNH,33.0,H,base,ARS,0.915201414532122,1,UNHD,16.5,17.05,16.05,17.05,22.0,BUE,1.0,16.5,17.3,1.0,48,UNH,33.0,D,dolar,USD,0.915201414532122,1,988.4848484848485,1035.6060606060605,976.878612716763,69545840.0,363.0,0.011033468186833395,0.04733727810650892,0.04733727810650892,UNH,Unitedhealth Group Inc.
UPST,7800.0,7800.0,7112.0,7360.0,5568.0,BUE,2.0,7353.0,7409.0,450.0,48,UPST,5.0,T,base,ARS,3.484021709098612,1,UPSTD,8.2,8.2,8.2,8.2,70.0,BUE,40.0,7.0,9.27,80.0,48,UPST,5.0,D,dolar,USD,3.484021709098612,1,951.219512195122,1058.4285714285713,793.2038834951456,43430400.0,574.0,0.0075870478254979,0.2790411800860479,0.2790411800860479,UPST,"Upstart Holdings, Inc."
V,14294.0,14847.0,14124.0,14734.5,16506.0,BUE,120.0,14735.0,14824.5,120.0,48,V,18.0,V,base,ARS,3.1465878431318357,1,VD,14.2,14.8,13.5,14.7,157.0,BUE,2.0,13.8,15.0,30.0,48,V,18.0,D,dolar,USD,3.1465878431318357,1,1006.6197183098592,1074.2391304347825,982.3333333333334,235936764.0,2229.4,0.006055582807557638,0.08333333333333329,0.08333333333333329,V,Visa
VALE,7830.0,8071.0,7483.0,8028.5,8072.0,BUE,42.0,8027.0,8071.0,301.0,48,VALE,2.0,E,base,ARS,9.563954289773692,1,VALED,8.08,8.08,7.9,7.9,543.0,BUE,2.0,7.53,8.12,45.0,48,VALE,2.0,D,dolar,USD,9.563954289773692,1,969.059405940594,1071.8459495351926,988.5467980295567,63203760.0,4387.44,0.00546651757982358,0.0753993610223641,0.0753993610223641,VALE,Vale
VIST,28563.0,30889.5,28200.0,30800.0,27635.0,BUE,77.0,30800.0,30845.0,2.0,48,VIST,1.0,T,base,ARS,27.3196470752849,1,VISTD,29.0,30.5,28.75,30.0,2774.0,BUE,1.0,29.95,30.35,2.0,48,VIST,1.0,D,dolar,USD,27.3196470752849,1,984.9310344827586,1029.8831385642738,1014.827018121911,789338505.0,80446.0,0.001459972422743126,0.013266998341625279,0.013266998341625279,VIST,Vista Energy S.a.b. De C.v.
VZ,20080.5,20699.5,19311.5,20424.5,3709.0,BUE,1.0,20342.0,20474.0,400.0,48,VZ,2.0,Z,base,ARS,0.9444182947197778,1,VZD,20.0,20.0,19.5,20.0,79.0,BUE,20.0,19.8,21.0,20.0,48,VZ,2.0,D,dolar,USD,0.9444182947197778,1,1004.025,1034.040404040404,968.6666666666666,74478574.5,1580.0,0.006468051744413956,0.05882352941176468,0.05882352941176468,VZ,Verizon Communications
WBA,8800.0,9291.0,8427.0,8843.0,15598.0,BUE,2700.0,8849.5,8984.0,150.0,48,WBA,3.0,A,base,ARS,0.5972872017060903,0,WBAD,8.71,9.05,8.2,8.25,110.0,BUE,2.0,8.25,9.0,9.0,48,WBA,3.0,D,dolar,USD,0.5972872017060903,0,1010.332950631458,1088.969696969697,983.2777777777778,137262400.0,958.1000000000001,0.01508397117783946,0.08695652173913043,0.08695652173913043,WBA,Walgreens Boots Alliance Inc.
WMT,26470.0,27592.0,26290.0,27550.0,11017.0,BUE,38.0,27101.5,27665.5,7.0,48,WMT,6.0,T,base,ARS,9.29720523658583,1,WMTD,26.75,27.1,26.2,27.1,779.0,BUE,3.0,26.25,27.4,35.0,48,WMT,6.0,D,dolar,USD,9.29720523658583,1,989.5327102803739,1053.9238095238095,989.1058394160584,291619990.0,20838.25,0.020596344514032174,0.04287045666356006,0.04287045666356006,WMT,Walmart
X,15793.0,16614.0,15793.0,16614.0,364.0,BUE,180.0,16461.5,16646.0,180.0,48,X,3.0,X,base,ARS,1.5542378169917859,1,XD,16.0,16.0,15.7,15.7,14.0,BUE,24.0,14.65,16.75,10.0,48,X,3.0,D,dolar,USD,1.5542378169917859,1,987.0625,1136.245733788396,982.776119402985,5748652.0,224.0,0.011145510835913313,0.13375796178343946,0.13375796178343946,X,United States Steel
XLE,43350.0,44701.5,41801.0,44554.0,6506.0,BUE,40.0,44390.5,44600.5,4.0,48,XLE,2.0,E,base,ARS,9.135498093304003,1,XLED,42.5,45.35,42.5,45.35,102.0,BUE,7.0,43.05,45.35,13.0,48,XLE,2.0,D,dolar,USD,9.135498093304003,1,1020.0,1036.0162601626016,978.8423373759647,282035100.0,4335.0,0.004719578384331,0.05203619909502272,0.05203619909502272,XLE,Etf Spdr Energy Sector
XLF,18800.0,19519.0,18510.0,19346.0,3371.0,BUE,400.0,19346.0,19488.0,400.0,48,XLF,2.0,F,base,ARS,2.103642512032938,1,XLFD,19.1,19.1,18.7,19.1,100.0,BUE,22.0,18.1,19.1,1.0,48,XLF,2.0,D,dolar,USD,2.103642512032938,1,984.2931937172774,1076.6850828729282,1012.8795811518324,63374800.0,1910.0000000000002,0.007313179172889736,0.05376344086021505,0.05376344086021505,XLF,Etf Spdr Financial Sector
XOM,20000.0,21408.5,19644.5,21355.0,9384.0,BUE,30.0,21330.0,21399.0,60.0,48,XOM,5.0,M,base,ARS,6.245767945420995,1,XOMD,20.85,21.5,20.05,21.0,300.0,BUE,9.0,20.55,21.3,9.0,48,XOM,5.0,D,dolar,USD,6.245767945420995,1,959.2326139088728,1041.3138686131385,1001.4084507042253,187680000.0,6255.0,0.0032296566734536262,0.035842293906810034,0.035842293906810034,XOM,Exxon Mobil
YY,6770.0,6899.5,6500.0,6889.5,1312.0,BUE,48.0,6810.0,6889.0,240.0,48,YY,5.0,Y,base,ARS,0.07664099460511065,0,YYD,6.0,6.0,6.0,6.0,0.0,BUE,6.0,6.1,7.0,1.0,48,YY,5.0,D,dolar,USD,0.07664099460511065,0,1128.3333333333333,1129.344262295082,972.8571428571429,8882240.0,0.0,0.01153368859040806,0.13740458015267182,0.13740458015267182,YY,Yy Inc.
ZM,1448.0,1492.0,1411.0,1462.0,5183.0,BUE,20500.0,1461.5,1473.0,35.0,48,ZM,47.0,M,base,ARS,0.22436230071250607,0,ZMD,1.55,1.55,1.55,1.55,0.0,BUE,40.0,1.25,1.54,250.0,48,ZM,47.0,D,dolar,USD,0.22436230071250607,0,934.1935483870967,1178.4,949.025974025974,7504984.0,0.0,0.007837791787357301,0.20788530465949823,0.20788530465949823,ZM,Zoom Video Communications Inc.
