	Especie	Ult. Pre.	Var. %	Plazo	CC	PC	PV	CV	Cierre	Anterior	Mín	Máx	Total	Oper.	Hora	
	KO..B	-	-	C.I.	-	-	-	-	8.760,000	8.760,000	-	-	-	-		
	KOC	-	-	C.I.	-	-	-	-	10,908	10,908	-	-	-	-		
	KOD	11,700	'0,42	C.I.	15	11,000	12,100	98	11,700	11,650	11,350	11,800	71.784	88	16:23:52	
	KOD.B	-	-	C.I.	-	-	-	-	-	12,650	-	-	-	-		
	KOFM	39.000,000	8,71	C.I.	-	-	-	-	39.000,000	35.875,000	39.000,000	39.000,000	39.000	1	12:55:57	
	LLY	-	-	C.I.	-	-	70.000,000	2	69.679,000	69.679,000	-	-	-	-		
	LLYC	-	-	C.I.	-	-	-	-	'0,697	'0,697	-	-	-	-		
	LLYD	-	-	C.I.	-	-	-	-	58,318	58,318	-	-	-	-		
	LMT	19.460,500	-4,80	C.I.	-	-	-	-	19.460,500	20.442,500	19.446,500	19.764,000	410.468	10	15:03:13	
	LMTC	-	-	C.I.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	LMTD	-	-	C.I.	22	19,850	-	-	20,843	20,843	-	-	-	-		
	LRCX	-	-	C.I.	30	10.500,000	11.600,000	20	10.500,000	10.500,000	-	-	-	-		
	LRCXD	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	LVS	-	-	C.I.	-	-	-	-	19.231,902	19.231,902	-	-	-	-		
	LYG	1.025,000	2,91	C.I.	1	1.000,000	1.025,000	7	1.025,000	996,000	1.025,000	1.025,000	4.100	3	15:04:39	
	MA	10.855,000	'0,50	C.I.	-	-	-	-	10.855,000	10.800,500	10.855,000	11.220,000	144.416	7	15:58:00	
	MAC	-	-	C.I.	-	-	-	-	-	12,016	-	-	-	-		
	MAD	-	-	C.I.	-	-	12,600	2	-	12,300	-	-	-	-		
	MBG	-	-	C.I.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	MCD	11.000,000	1,85	C.I.	5	9.999,000	12.250,000	2	10.900,000	10.800,000	10.340,000	11.026,500	109.078.705	168	16:27:27	
	MCD.B	-	-	C.I.	-	-	-	-	9.000,000	9.000,000	-	-	-	-		
	MCDC	-	-	C.I.	-	-	-	-	10,330	10,330	-	-	-	-		
	MCDD	11,150	-1,76	C.I.	-	-	-	-	11,150	11,350	11,050	11,150	66	3	12:45:28	
	MDT	15.700,000	4,91	C.I.	-	-	-	-	15.700,000	14.964,000	15.700,000	15.700,000	157.000	1	12:42:44	
	MDTD	-	-	C.I.	-	-	-	-	-	25,976	-	-	-	-		
	MELI	24.100,000	3,25	C.I.	20	23.453,000	24.100,000	3	-	23.341,000	22.501,000	24.730,000	65.969.401	520	16:23:06	
	MELIB	-	-	C.I.	-	-	-	-	-	19.388,000	-	-	-	-		
	MELID	25,600	-1,53	C.I.	-	-	34,000	7	25,650	26,000	25,550	27,150	6.149	24	15:49:27	
	META	12.198,000	2,84	C.I.	-	-	14.000,000	10	12.188,000	11.860,000	11.400,000	12.321,500	13.685.387	248	16:27:50	
	METAC	-	-	C.I.	-	-	-	-	14,233	14,233	-	-	-	-		
	METAD	12,700	-	C.I.	30	12,500	15,500	3	12,700	12,700	12,550	12,700	203	2	12:22:55	
	MFG	-	-	C.I.	-	-	-	-	-	3.040,000	-	-	-	-		
	MMC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	MMM	18.800,000	3,29	C.I.	-	-	-	-	18.750,000	18.200,000	17.860,000	18.800,000	2.450.721	28	16:15:49	
	MMMB	-	-	C.I.	-	-	-	-	12.225,000	12.225,000	-	-	-	-		
	MMMC	-	-	C.I.	-	-	-	-	567,912	567,912	-	-	-	-		
	MMMD	21,000	2,43	C.I.	-	-	23,800	56	-	20,500	21,000	21,000	252	3	12:43:49	
	MO	9.470,000	7,49	C.I.	-	-	-	-	9.623,000	8.809,500	9.100,000	9.800,000	7.407.475	61	16:20:59	
	MOD	-	-	C.I.	15	9,850	11,200	23	-	9,550	-	-	-	-		
	MOS	6.400,000	-1,52	C.I.	-	-	-	-	6.400,000	6.499,000	6.400,000	6.400,000	6.400	1	12:41:33	
	MOSC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	MRK	17.900,000	4,20	C.I.	-	-	-	-	17.900,000	17.177,000	17.501,000	17.902,000	267.212	7	15:56:29	
	MRKD	-	-	C.I.	-	-	-	-	22,854	22,854	-	-	-	-		
	MSFT	11.220,000	1,40	C.I.	22	11.220,000	11.440,000	7	11.296,500	11.064,000	10.921,000	11.650,000	36.082.899	513	16:29:34	
	MSFTB	-	-	C.I.	-	-	-	-	5.213,500	5.213,500	-	-	-	-		
	MSFTC	-	-	C.I.	-	-	-	-	10,952	10,952	-	-	-	-		
	MSFTD	11,950	-3,62	C.I.	32	12,000	12,350	10	11,950	12,400	11,950	12,550	469	5	12:10:27	
	MSI	-	-	C.I.	4	13.398,500	15.000,000	1	12.923,000	12.923,000	-	-	-	-		
	MSTR	24.900,000	-2,35	C.I.	-	-	-	-	24.900,000	25.500,000	24.230,000	24.900,000	994.770	2	13:29:59	
	MSTRC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	MSTRD	27,500	-	C.I.	-	-	-	-	-	27,500	27,500	27,500	83	1	16:28:26	
	MU	13.500,000	12,49	C.I.	-	-	-	-	13.500,000	12.000,500	13.300,000	13.500,000	268.000	6	14:09:24	
	MUC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	MUD	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	MUFG	-	-	C.I.	-	-	-	-	-	7.000,000	-	-	-	-		
	MUFGC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	MUFGD	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	NEC1	-	-	C.I.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	NEM	-	-	C.I.	12	9.000,000	-	-	11.530,000	11.530,000	-	-	-	-		
	NEMC	-	-	C.I.	-	-	-	-	9,966	9,966	-	-	-	-		
	NFLX	25.918,500	5,24	C.I.	1	24.590,000	-	-	25.918,500	24.627,000	24.510,000	26.661,500	381.725	10	15:50:46	
	NFLXB	-	-	C.I.	-	-	-	-	-	3.897,000	-	-	-	-		
	NFLXC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	NFLXD	-	-	C.I.	-	-	-	-	30,000	30,000	-	-	-	-		
	NG	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	NGG	29.797,000	18,89	C.I.	-	-	-	-	29.797,000	25.061,577	29.797,000	29.797,000	29.797	1	14:45:50	
	NIO	1.805,000	6,86	C.I.	1	1.450,000	3.500,000	6	1.828,000	1.689,000	1.700,000	1.899,500	14.824.182	246	16:28:08	
	NIOB	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	NIOD	1,770	1,14	C.I.	-	-	5,500	2	1,770	1,750	1,770	1,770	53	1	15:19:29	
	NKE	9.000,000	3,96	C.I.	-	-	-	-	8.950,000	8.657,000	8.100,000	9.200,000	3.347.890	112	16:24:35	
	NKEC	-	-	C.I.	-	-	-	-	285,704	285,704	-	-	-	-		
	NKED	8,910	'0,46	C.I.	-	-	-	-	8,910	8,869	8,910	8,910	53	1	12:12:05	
	NMR	-	-	C.I.	-	-	-	-	-	17,255	-	-	-	-		
	NOKA	-	-	C.I.	-	-	-	-	2.732,000	2.732,000	-	-	-	-		
	NOKAC	-	-	C.I.	-	-	-	-	76,250	76,250	-	-	-	-		
	NTCO	-	-	C.I.	-	-	-	-	5.600,000	5.600,000	-	-	-	-		
	NTES	-	-	C.I.	-	-	-	-	7.217,108	7.217,108	-	-	-	-		
	NUE	-	-	C.I.	-	-	9.765,000	1	-	9.300,000	-	-	-	-		
	NVDA	17.689,000	3,75	C.I.	1	15.558,000	18.270,000	73	17.451,500	17.048,000	16.500,000	18.197,500	26.760.511	286	16:25:59	
	NVDAB	-	-	C.I.	-	-	-	-	1.653,000	1.653,000	-	-	-	-		
	NVDAD	19,500	'0,25	C.I.	-	-	20,900	5	19,500	19,450	19,200	20,050	3.039	19	16:02:43	
	NVS	-	-	C.I.	-	-	-	-	23.000,000	23.000,000	-	-	-	-		
	NVSC	-	-	C.I.	-	-	-	-	3,815	3,815	-	-	-	-		
	NVSD	-	-	C.I.	-	-	-	-	-	567,000	-	-	-	-		
	ORAN	-	-	C.I.	-	-	-	-	10.701,860	10.701,860	-	-	-	-		
	ORANC	-	-	C.I.	-	-	-	-	-	36,600	-	-	-	-		
	ORCL	-	-	C.I.	-	-	-	-	32.000,000	32.000,000	-	-	-	-		
	OXY	11.154,500	7,99	C.I.	-	-	-	-	11.154,500	10.329,000	10.450,000	11.400,000	1.845.216	37	15:54:18	
	OXYC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	OXYD	-	-	C.I.	100	11,000	14,000	53	-	11,500	-	-	-	-		
	PAAS	4.740,000	3,04	C.I.	-	-	-	-	4.740,000	4.600,000	4.418,000	4.740,000	641.991	28	16:09:47	
	PAASD	5,500	3,77	C.I.	-	-	6,850	3	5,500	5,300	5,500	5,500	17	1	14:54:43	
	PAC	-	-	C.I.	-	-	-	-	9.607,367	9.607,367	-	-	-	-		
	PANW	-	-	C.I.	-	-	-	-	4.736,000	4.736,000	-	-	-	-		
	PANWD	-	-	C.I.	-	-	-	-	-	5,550	-	-	-	-		
	PBI	-	-	C.I.	17	3.512,000	3.850,000	10	3.421,000	3.421,000	-	-	-	-		
	PBR	13.133,500	-1,03	C.I.	-	-	44.400,000	1	13.206,500	13.271,000	12.359,000	13.537,000	18.451.203	142	16:24:41	
	PBRC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	PBRD	-	-	C.I.	-	-	-	-	15,100	15,100	-	-	-	-		
	PCAR	-	-	C.I.	15	25.000,000	-	-	-	24.500,000	-	-	-	-		
	PEP	25.600,000	2,12	C.I.	10.000	'0,001	-	-	25.549,000	25.067,500	23.500,000	25.649,000	6.505.933	102	16:24:34	
	PEP.B	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	PEPC	-	-	C.I.	-	-	-	-	3,652	3,652	-	-	-	-		
	PEPD	27,500	2,04	C.I.	3	26,650	-	-	27,500	26,950	26,500	28,000	629	4	16:07:39	
	PFE	13.979,500	8,32	C.I.	11	13.290,000	13.959,500	5	13.732,500	12.905,500	12.900,000	13.979,500	12.896.561	117	16:22:16	
	PFED	14,250	-5,00	C.I.	-	-	21,200	9	14,250	15,000	14,250	14,950	1.580	13	15:37:00	
	PG	27.170,000	3,66	C.I.	-	-	-	-	27.170,000	26.209,000	25.990,500	27.199,500	5.581.780	47	16:14:50	
	PG..B	-	-	C.I.	-	-	-	-	9.405,000	9.405,000	-	-	-	-		
	PGC	-	-	C.I.	-	-	-	-	30,374	30,374	-	-	-	-		
	PGD	31,000	-3,12	C.I.	-	-	-	-	-	32,000	30,500	31,050	1.199	3	16:14:57	
	PHG	-	-	C.I.	-	-	-	-	3.500,000	3.500,000	-	-	-	-		
	PKS	26.100,000	'0,38	C.I.	-	-	-	-	26.100,000	26.000,000	25.292,500	26.100,000	625.593	6	14:59:33	
	PSX	18.953,500	-0,24	C.I.	-	-	-	-	-	19.000,000	18.050,500	18.953,500	219.317	6	16:03:16	
	PSXB	-	-	C.I.	-	-	-	-	-	6.050,000	-	-	-	-		
	PSXC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	PSXD	-	-	C.I.	-	-	-	-	14,313	14,313	-	-	-	-		
	PYPL	6.859,000	4,24	C.I.	3	6.859,000	6.860,000	1	6.859,000	6.579,500	6.400,000	6.860,000	4.525.756	138	16:29:33	
	PYPLD	7,310	3,68	C.I.	7	6,350	12,500	2	7,330	7,050	7,300	7,450	654	8	15:25:38	
	QCOM	10.815,000	5,50	C.I.	-	-	-	-	10.809,000	10.250,500	10.200,000	10.999,500	1.873.194	26	16:28:07	
	QCOMD	-	-	C.I.	-	-	12,200	186	12,200	12,200	-	-	-	-		
	QQQ	18.000,000	3,12	C.I.	1	15.871,000	-	-	17.903,000	17.455,000	16.901,500	18.000,000	38.413.082	371	16:29:51	
	QQQB	-	-	C.I.	-	-	-	-	-	4.765,000	-	-	-	-		
	QQQC	-	-	C.I.	-	-	-	-	16,939	16,939	-	-	-	-		
	QQQD	19,500	1,82	C.I.	25	16,000	-	-	19,500	19,150	19,000	20,000	2.088	14	16:26:02	
	RBLX	-	-	C.I.	-	-	-	-	17.550,000	17.550,000	-	-	-	-		
	RBLXC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	RBLXD	-	-	C.I.	-	-	-	-	-	17,600	-	-	-	-		
	RIO	16.200,000	6,33	C.I.	-	-	-	-	16.166,000	15.235,000	14.507,500	16.499,000	1.891.236	41	16:29:18	
	RIOC	-	-	C.I.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	RIOD	-	-	C.I.	-	-	19,000	19	18,700	18,700	-	-	-	-		
	ROST	27.000,000	-	C.I.	-	-	-	-	27.000,000	-	27.000,000	27.000,000	27.000	1	11:38:11	
	ROSTD	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	RTX	13.760,000	4,23	C.I.	1	8.000,000	16.590,000	29	13.760,000	13.200,500	13.760,000	13.760,000	55.040	1	12:51:55	
	RTXD	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	SAN	-	-	C.I.	-	-	-	-	13.015,500	13.015,500	-	-	-	-		
	SAP	-	-	C.I.	-	-	-	-	-	20.790,000	-	-	-	-		
	SATL	1.449,000	19,30	C.I.	-	-	-	-	1.447,500	1.214,500	1.210,000	1.489,500	496.465	27	16:29:27	
	SATLC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	SATLD	-	-	C.I.	-	-	1,480	4	-	1,000	-	-	-	-		
	SBS	-	-	C.I.	-	-	-	-	-	7.280,866	-	-	-	-		
	SBUX	21.500,000	-0,51	C.I.	1	19.800,000	22.200,000	6	21.930,000	21.610,500	20.530,000	22.250,000	591.226	11	16:02:13	
	SBUXB	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	SBUXD	-	-	C.I.	-	-	-	-	-	28,758	-	-	-	-		
	SCCO	-	-	C.I.	-	-	-	-	27.006,000	27.006,000	-	-	-	-		
	SE	1.148,000	8,50	C.I.	-	-	1.161,000	2	1.148,000	1.058,000	1.112,000	1.161,000	97.598	7	14:36:46	
	SEC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	SED	-	-	C.I.	-	-	-	-	-	1,200	-	-	-	-		
	SHEL	29.172,500	-3,33	C.I.	4	27.785,000	-	-	29.172,500	30.178,000	27.785,000	29.172,500	591.430	12	15:53:16	
	SHELC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	SHELD	30,900	59,78	C.I.	-	-	-	-	30,900	19,338	30,900	30,900	62	1	14:43:02	
	SHOP	624,000	2,63	C.I.	2	618,000	625,000	13	620,000	608,000	592,000	630,000	1.755.805	65	16:29:41	
	SHOPD	'0,594	'0,67	C.I.	-	-	-	-	'0,594	'0,590	'0,594	'0,596	85	5	15:52:59	
	SID	-	-	C.I.	-	-	-	-	23.800,000	23.800,000	-	-	-	-		
	SIEGY	-	-	C.I.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	SLB	-	-	C.I.	-	-	-	-	18.297,000	18.297,000	-	-	-	-		
	SMSN	-	-	C.I.	-	-	-	-	318,481	318,481	-	-	-	-		
	SNA	-	-	C.I.	-	-	-	-	37.600,000	37.600,000	-	-	-	-		
	SNAP	-	-	C.I.	10	12.564,000	13.600,000	14	12.715,000	12.715,000	-	-	-	-		
	SNOW	-	-	C.I.	10	2.623,000	6.000,000	21	5.501,000	5.501,000	-	-	-	-		
	SNOWD	-	-	C.I.	-	-	-	-	5,100	5,100	-	-	-	-		
	SONY	20.750,000	9,21	C.I.	1	19.450,000	-	-	20.750,000	19.000,000	19.000,500	20.750,000	968.463	7	15:50:14	
	SONYD	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	SPGI	8.250,000	-0,60	C.I.	8	7.885,500	8.550,000	21	8.250,000	8.300,000	8.250,000	8.616,500	59.949	2	15:47:48	
	SPGID	-	-	C.I.	-	-	-	-	-	9,000	-	-	-	-		
	SPOT	6.416,500	3,49	C.I.	-	-	-	-	6.416,500	6.200,000	6.345,500	6.500,000	602.674	15	15:29:36	
	SPOTC	-	-	C.I.	-	-	-	-	-	4,640	-	-	-	-		
	SPOTD	-	-	C.I.	-	-	-	-	-	5,200	-	-	-	-		
	SPY	20.800,500	1,43	C.I.	4	20.501,000	22.690,000	27	20.999,000	20.505,500	20.320,000	21.156,000	402.978.267	1.671	16:26:49	
	SPYB	-	-	C.I.	-	-	-	-	17.119,000	17.119,000	-	-	-	-		
	SPYC	-	-	C.I.	-	-	-	-	22,121	22,121	-	-	-	-		
	SPYD	22,750	-0,21	C.I.	20	22,400	22,800	60	-	22,800	22,000	22,750	10.387	53	15:41:11	
	SPYDB	-	-	C.I.	-	-	-	-	-	20,400	-	-	-	-		
	SQ	2.951,000	3,76	C.I.	-	-	-	-	2.951,000	2.844,000	2.925,000	3.070,500	39.174	3	15:34:37	
	SQD	-	-	C.I.	-	-	-	-	-	2,830	-	-	-	-		
	SUZ	9.497,500	-3,08	C.I.	-	-	-	-	9.497,500	9.800,000	9.497,500	9.497,500	9.498	1	11:37:26	
	SUZD	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	SYY	-	-	C.I.	-	-	-	-	5.997,451	5.997,451	-	-	-	-		
	SYYC	-	-	C.I.	-	-	-	-	131,250	131,250	-	-	-	-		
	SYYD	-	-	C.I.	-	-	-	-	131,250	131,250	-	-	-	-		
	T	5.240,000	2,71	C.I.	1	3.400,000	-	-	5.240,000	5.101,500	5.000,000	5.377,000	626.201	39	16:19:22	
	TB	-	-	C.I.	-	-	-	-	-	1.772,000	-	-	-	-		
	TC	-	-	C.I.	-	-	-	-	-	6,850	-	-	-	-		
	TCOM	-	-	C.I.	-	-	-	-	12.200,000	12.200,000	-	-	-	-		
	TD	-	-	C.I.	-	-	-	-	6,000	6,000	-	-	-	-		
	TEFO	519,000	8,12	C.I.	-	-	531,000	5	519,000	480,000	519,000	524,000	7.820	3	15:48:03	
	TEN	31.000,000	'0,59	C.I.	1	30.000,000	31.600,000	10	31.000,000	30.816,500	29.700,000	31.999,000	5.073.328	26	15:49:27	
	TENC	-	-	C.I.	-	-	-	-	-	10,280	-	-	-	-		
	TEND	-	-	C.I.	-	-	-	-	34,000	34,000	-	-	-	-		
	TGT	5.036,000	11,60	C.I.	13	4.655,500	5.060,000	117	5.036,000	4.512,500	4.899,000	5.060,000	745.719	8	16:03:15	
	TGTD	-	-	C.I.	-	-	-	-	5,654	5,654	-	-	-	-		
	TIIAD	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	TIIAY	-	-	C.I.	-	-	-	-	-	'0,010	-	-	-	-		
	TIMB	-	-	C.I.	-	-	-	-	1.669,530	1.669,530	-	-	-	-		
	TM	34.500,000	'0,65	C.I.	-	-	-	-	34.500,000	34.276,000	34.500,000	35.510,000	209.510	3	15:29:04	
	TMD	-	-	C.I.	6	34,250	-	-	36,000	36,000	-	-	-	-		
	TMO	-	-	C.I.	-	-	-	-	22.500,000	22.500,000	-	-	-	-		
	TRIP	-	-	C.I.	1.000	6.000,000	-	-	8.401,000	8.401,000	-	-	-	-		
	TRVV	-	-	C.I.	-	-	-	-	-	627,000	-	-	-	-		
	TSLA	14.850,000	4,14	C.I.	100	10,000	16.800,000	3	14.808,500	14.259,500	13.991,000	14.900,000	28.525.360	436	16:29:10	
	TSLAC	-	-	C.I.	-	-	-	-	24,333	24,333	-	-	-	-		
	TSLAD	15,400	-3,44	C.I.	-	-	35,000	3	15,400	15,950	15,350	16,300	5.013	20	16:14:19	
	TSM	9.360,000	-1,48	C.I.	1	8.301,000	-	-	9.360,000	9.501,000	9.301,000	9.947,500	902.074	18	16:28:54	
	TSMC	-	-	C.I.	-	-	-	-	-	13,531	-	-	-	-		
	TSMD	-	-	C.I.	-	-	12,800	16	-	11,448	-	-	-	-		
	TTE	-	-	C.I.	10	18.100,000	-	-	18.650,000	18.650,000	-	-	-	-		
	TTEC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	TTED	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	TV	992,000	6,83	C.I.	67	942,500	1.111,000	15	992,000	928,500	992,000	992,000	3.968	1	11:38:13	
	TWLO	1.700,500	1,46	C.I.	39	1.615,500	1.790,000	16	1.700,500	1.676,000	1.700,000	1.700,500	129.232	3	16:23:09	
	TWLOC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	TWLOD	-	-	C.I.	-	-	-	-	2,000	2,000	-	-	-	-		
	TXN	28.200,000	-	C.I.	16	26.600,000	-	-	28.200,000	28.200,000	28.200,000	29.459,500	428.838	8	14:40:05	
	TXND	-	-	C.I.	-	-	-	-	-	39,492	-	-	-	-		
	TXR	17.900,000	2,09	C.I.	-	-	-	-	17.900,000	17.532,500	16.627,000	18.239,500	1.135.524	26	15:05:59	
	TXRC	-	-	C.I.	-	-	-	-	6,350	6,350	-	-	-	-		
	TXRD	20,600	1,22	C.I.	15	18,700	20,650	4	-	20,350	19,700	20,650	6.907	5	16:08:09	
	UAL	7.000,000	2,82	C.I.	-	-	9.100,000	140	7.000,000	6.807,500	7.000,000	7.000,000	7.000	1	16:27:20	
	UALC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	UALD	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	UBER	24.134,000	'0,23	C.I.	-	-	-	-	24.134,000	24.078,000	24.134,000	24.134,000	24.134	1	11:16:22	
	UBERC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	UBERD	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	UGP	4.961,000	10,24	C.I.	-	-	-	-	4.961,000	4.500,000	4.725,000	4.961,000	19.372	4	15:07:15	
	UL	14.129,500	-0,76	C.I.	2	14.200,000	14.800,000	6	14.072,000	14.239,000	13.985,000	14.850,000	398.562	8	15:05:30	
	ULB	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	ULD	-	-	C.I.	-	-	-	-	17,677	17,677	-	-	-	-		
	UNH	14.760,000	2,85	C.I.	-	-	-	-	14.760,500	14.350,000	14.760,000	14.900,000	281.703	5	15:16:09	
	UNHC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	UNHD	-	-	C.I.	-	-	-	-	16,943	16,943	-	-	-	-		
	UNP	9.200,000	2,22	C.I.	-	-	10.350,000	1	9.200,000	9.000,000	9.200,000	9.200,000	9.200	1	14:03:21	
	UNPD	-	-	C.I.	-	-	-	-	10,805	10,805	-	-	-	-		
	UPST	6.225,000	2,89	C.I.	-	-	-	-	6.225,000	6.050,000	6.225,000	6.225,000	6.225	1	14:51:10	
	UPSTC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	UPSTD	-	-	C.I.	-	-	-	-	6,570	6,570	-	-	-	-		
	USB	-	-	C.I.	9	6.635,500	-	-	6.588,500	6.588,500	-	-	-	-		
	V	12.500,000	-0,39	C.I.	-	-	-	-	12.500,000	12.550,000	11.923,000	13.005,000	4.395.194	66	16:24:45	
	VALE	6.677,500	'0,49	C.I.	2	2.400,000	-	-	6.596,000	6.644,500	6.362,500	6.865,500	3.922.495	28	16:08:32	
	VALEC	-	-	C.I.	-	-	-	-	8,016	8,016	-	-	-	-		
	VALED	-	-	C.I.	5	7,000	8,750	67	6,910	6,910	-	-	-	-		
	VB	-	-	C.I.	-	-	-	-	6.260,000	6.260,000	-	-	-	-		
	VC	-	-	C.I.	-	-	-	-	13,246	13,246	-	-	-	-		
	VD	12,600	-3,44	C.I.	-	-	-	-	12,600	13,050	12,600	12,600	126	1	11:34:57	
	VIST	28.250,000	1,85	C.I.	1	27.000,000	-	-	27.877,000	27.736,000	27.003,000	28.450,000	85.383.590	446	16:28:57	
	VISTB	-	-	C.I.	-	-	-	-	22.395,000	22.395,000	-	-	-	-		
	VISTC	30,000	237,83	C.I.	-	-	-	-	30,000	8,880	30,000	30,000	420	1	13:00:32	
	VISTD	30,650	1,15	C.I.	-	-	238,000	1	30,650	30,300	30,100	31,450	7.953	17	15:34:38	
	VIV	-	-	C.I.	-	-	-	-	8.900,000	8.900,000	-	-	-	-		
	VOD	-	-	C.I.	-	-	-	-	7.733,500	7.733,500	-	-	-	-		
	VODD	-	-	C.I.	-	-	-	-	17,563	17,563	-	-	-	-		
	VZ	17.882,500	4,86	C.I.	-	-	-	-	17.654,000	17.053,000	16.500,000	17.882,500	2.225.892	33	16:21:53	
	VZB	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	VZC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	VZD	-	-	C.I.	-	-	-	-	19,000	19,000	-	-	-	-		
	WBA	6.890,000	9,39	C.I.	2	50,000	-	-	6.890,000	6.298,500	6.200,000	6.890,000	1.605.935	42	16:22:23	
	WBAC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	WBAD	7,200	2,85	C.I.	33	7,000	-	-	-	7,000	7,000	7,200	727	2	16:07:37	
	WBO	1.445,000	28,96	C.I.	-	-	2.011,000	1	1.445,000	1.120,454	1.438,000	1.445,000	21.654	2	12:49:56	
	WFC	8.300,000	4,22	C.I.	-	-	-	-	8.300,000	7.963,500	7.565,500	8.600,000	8.380.245	12	16:24:10	
	WFC.B	-	-	C.I.	-	-	-	-	2.565,000	2.565,000	-	-	-	-		
	WFCC	-	-	C.I.	-	-	-	-	7,880	7,880	-	-	-	-		
	WFCD	-	-	C.I.	-	-	-	-	7,840	7,840	-	-	-	-		
	WMT	23.889,000	1,54	C.I.	2	22.700,000	-	-	23.552,500	23.524,500	22.380,000	24.599,000	397.295.842	151	16:29:55	
	WMT.B	-	-	C.I.	-	-	-	-	22.025,000	22.025,000	-	-	-	-		
	WMTC	-	-	C.I.	-	-	-	-	22,109	22,109	-	-	-	-		
	WMTD	26,000	-	C.I.	-	-	-	-	26,000	26,000	25,150	26,000	76	3	14:45:14	
	X	10.464,500	-0,33	C.I.	-	-	-	-	10.464,500	10.500,000	10.310,000	10.469,000	289.307	5	14:51:15	
	XD	-	-	C.I.	-	-	-	-	11,983	11,983	-	-	-	-		
	XLE	38.500,000	4,08	C.I.	-	-	-	-	38.444,500	36.990,500	36.600,000	38.500,000	10.809.364	78	16:27:08	
	XLEC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	XLED	-	-	C.I.	-	-	-	-	37,550	37,550	-	-	-	-		
	XLEDB	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	XLF	16.558,000	1,55	C.I.	-	-	-	-	16.558,000	16.305,000	16.100,000	16.565,000	3.403.875	44	16:21:41	
	XLFC	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	XLFD	-	-	C.I.	-	-	-	-	18,100	18,100	-	-	-	-		
	XOM	18.299,000	'0,87	C.I.	-	-	-	-	18.299,000	18.140,500	17.700,000	19.199,000	7.984.954	113	16:10:18	
	XOMC	-	-	C.I.	-	-	-	-	17,256	17,256	-	-	-	-		
	XOMD	21,500	-2,93	C.I.	15	19,500	20,900	30	21,500	22,150	21,500	21,500	86	1	11:57:31	
	XP	-	-	C.I.	12	5.015,500	5.400,000	1	4.875,000	4.875,000	-	-	-	-		
	XPD	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	XROX	13.100,000	-	C.I.	-	-	-	-	13.100,000	13.100,000	13.100,000	13.100,000	26.200	1	14:47:59	
	XROXD	-	-	C.I.	-	-	-	-	-	-	-	-	-	-		
	YELP	-	-	C.I.	-	-	-	-	19.957,000	19.957,000	-	-	-	-		
