	Especie	Ult. Pre.	Var. %	Plazo	CC	PC	PV	CV	Cierre	Anterior	Mín	Máx	Total	Oper.	Hora	
	PCARD	-	-	48hs.	5	15,200	-	-	133,000	133,000	-	-	-	-		
	PCRF	-	-	48hs.	-	-	-	-	19,713	19,713	-	-	-	-		
	PCRFC	-	-	48hs.	-	-	-	-	10,210	10,210	-	-	-	-		
	PEP	25.810,500	1,31	48hs.	4	25.797,000	25.833,000	1	25.851,500	25.476,000	24.649,000	26.200,000	148.742.539	963	16:59:57	
	PEP.B	-	-	48hs.	-	-	-	-	23.690,000	23.690,000	-	-	-	-		
	PEPC	-	-	48hs.	-	-	-	-	-	25,049	-	-	-	-		
	PEPD	27,600	'0,54	48hs.	-	-	31,000	4	27,200	27,450	26,250	28,050	29.980	41	15:29:44	
	PFE	13.620,000	3,21	48hs.	1	13.100,000	14.800,000	1	13.575,500	13.196,000	13.190,000	13.869,000	83.749.385	671	16:59:10	
	PFE.B	-	-	48hs.	-	-	-	-	6.705,000	6.705,000	-	-	-	-		
	PFED	14,100	-6,00	48hs.	21	14,100	14,850	5	14,250	15,000	14,000	15,000	3.854	30	16:55:19	
	PG	27.490,000	2,98	48hs.	1	26.000,000	28.000,000	4	27.422,000	26.694,000	26.418,000	27.490,000	76.527.112	327	16:58:49	
	PG..B	-	-	48hs.	-	-	-	-	-	8.395,500	-	-	-	-		
	PGC	-	-	48hs.	-	-	-	-	29,486	29,486	-	-	-	-		
	PGD	30,950	-1,90	48hs.	4	24,300	-	-	30,950	31,550	30,950	30,950	310	2	15:56:26	
	PHG	3.653,500	1,47	48hs.	-	-	-	-	3.642,500	3.600,500	3.563,000	3.675,000	860.167	38	16:13:50	
	PKS	26.900,000	-0,37	48hs.	-	-	30.000,000	2	26.900,000	27.000,000	25.939,000	27.299,000	9.458.150	95	16:59:32	
	PSX	19.590,000	'0,46	48hs.	-	-	-	-	19.590,000	19.500,000	18.925,000	19.691,000	1.004.560	23	16:59:06	
	PSXC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	PSXD	-	-	48hs.	10	8,600	-	-	20,000	20,000	-	-	-	-		
	PYPL	7.055,000	7,26	48hs.	16	7.000,000	7.055,000	55	7.051,000	6.577,000	6.500,000	7.071,000	274.742.118	1.069	16:59:57	
	PYPLB	-	-	48hs.	-	-	-	-	-	2.333,000	-	-	-	-		
	PYPLD	7,450	3,18	48hs.	8	7,100	8,000	18	7,450	7,220	7,100	7,450	2.511	27	16:58:37	
	QCOM	10.907,000	'0,93	48hs.	10	9.800,000	11.550,000	347	10.925,000	10.805,500	10.500,000	11.168,000	27.813.563	223	16:59:10	
	QCOMC	-	-	48hs.	-	-	-	-	-	13,759	-	-	-	-		
	QCOMD	11,200	-4,68	48hs.	10	7,500	15,000	73	11,200	11,750	11,200	11,750	552	4	14:06:47	
	QQQ	18.000,000	2,87	48hs.	2	18.000,000	18.180,000	44	18.088,500	17.496,500	16.701,000	18.196,000	397.863.408	1.520	16:59:17	
	QQQB	-	-	48hs.	-	-	-	-	16.650,000	16.650,000	-	-	-	-		
	QQQC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	QQQD	19,350	-0,51	48hs.	54	18,000	20,000	52	19,300	19,450	18,800	19,550	10.653	51	16:58:47	
	RBLX	18.856,000	4,10	48hs.	-	-	-	-	18.575,500	18.112,500	18.326,000	19.078,500	3.258.807	39	16:37:11	
	RBLXC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	RBLXD	-	-	48hs.	5	10,800	-	-	-	16,900	-	-	-	-		
	RIO	16.300,000	7,47	48hs.	15	15.900,000	16.300,000	8	-	15.166,000	15.500,000	16.509,000	22.152.223	286	16:58:45	
	RIOB	-	-	48hs.	-	-	-	-	16.000,000	16.000,000	-	-	-	-		
	RIOD	18,000	'0,55	48hs.	5	13,100	20,000	4	18,000	17,900	17,000	18,000	1.154	16	16:43:16	
	ROST	30.977,500	12,96	48hs.	-	-	-	-	30.977,500	27.422,088	27.000,000	30.977,500	1.079.057	4	16:11:24	
	ROSTC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	ROSTD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	RTX	15.260,500	1,76	48hs.	-	-	-	-	15.260,500	14.996,000	14.850,000	15.394,500	17.037.860	24	16:58:06	
	RTXD	-	-	48hs.	5	11,700	-	-	17,000	17,000	-	-	-	-		
	SAN	15.700,000	3,97	48hs.	1	2.000,000	-	-	15.700,000	15.100,000	14.350,500	15.700,000	1.418.446	16	16:27:27	
	SAP	24.609,500	4,92	48hs.	-	-	-	-	24.400,500	23.455,000	24.348,000	24.609,500	30.219.458	22	15:10:47	
	SAP.B	-	-	48hs.	-	-	-	-	4.391,000	4.391,000	-	-	-	-		
	SAPC	-	-	48hs.	-	-	-	-	4,944	4,944	-	-	-	-		
	SAPD	-	-	48hs.	-	-	-	-	15,036	15,036	-	-	-	-		
	SATL	1.450,000	17,59	48hs.	1	1.315,000	2.460,000	1.171	1.450,000	1.233,000	1.275,000	1.498,000	51.420.916	1.063	16:58:52	
	SATLC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SATLD	1,230	-2,38	48hs.	163	1,290	1,630	14	1,230	1,260	1,180	1,250	154	5	14:13:48	
	SBS	25.045,500	1,81	48hs.	-	-	26.200,000	2	25.045,500	24.600,000	25.045,500	25.350,000	227.846	2	13:42:25	
	SBUX	22.931,000	5,06	48hs.	-	-	23.800,000	15	22.802,500	21.825,000	21.568,000	22.935,500	83.957.426	198	16:57:55	
	SBUXB	-	-	48hs.	-	-	-	-	6.420,000	6.420,000	-	-	-	-		
	SBUXC	-	-	48hs.	-	-	-	-	-	'0,010	-	-	-	-		
	SBUXD	25,000	1,41	48hs.	5	13,100	-	-	25,000	24,650	25,000	25,000	50	2	12:34:16	
	SCCO	32.948,000	3,28	48hs.	189	28.608,000	-	-	32.948,000	31.899,000	32.370,000	33.491,000	1.695.560	15	16:26:07	
	SE	1.135,000	3,65	48hs.	2	850,000	1.160,000	20	1.136,000	1.095,000	1.046,500	1.146,000	20.562.330	320	16:59:34	
	SEC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SED	1,200	-2,43	48hs.	150	1,150	1,300	303	1,200	1,230	1,200	1,200	1	1	11:08:20	
	SHEL	29.480,000	4,90	48hs.	5	29.480,000	30.000,000	7	29.480,000	28.100,500	28.445,500	29.600,000	8.699.532	68	16:57:15	
	SHELB	-	-	48hs.	-	-	-	-	18.635,000	18.635,000	-	-	-	-		
	SHELC	-	-	48hs.	-	-	-	-	8,495	8,495	-	-	-	-		
	SHELD	-	-	48hs.	-	-	-	-	31,500	31,500	-	-	-	-		
	SHOP	623,500	-0,47	48hs.	14	551,000	700,000	7	624,000	626,500	601,000	640,000	58.212.646	874	16:58:57	
	SHOPC	-	-	48hs.	-	-	-	-	1,415	1,415	-	-	-	-		
	SHOPD	'0,689	1,32	48hs.	89	'0,590	'0,685	206	'0,689	'0,680	'0,689	'0,690	595	12	16:11:52	
	SID	25.800,000	1,45	48hs.	-	-	-	-	25.800,000	25.431,000	25.129,500	26.633,500	1.411.841	16	16:20:40	
	SIDC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SIDD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SIEGC	-	-	48hs.	-	-	-	-	6,278	6,278	-	-	-	-		
	SIEGY	-	-	48hs.	-	-	-	-	7.771,688	7.771,688	-	-	-	-		
	SLB	15.435,000	'0,06	48hs.	-	-	17.000,000	2	15.536,000	15.424,500	14.800,000	15.610,500	10.096.136	81	16:50:23	
	SLBC	-	-	48hs.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	SLBD	-	-	48hs.	10	4,000	-	-	19,417	19,417	-	-	-	-		
	SMSN	-	-	48hs.	-	-	-	-	-	13.143,824	-	-	-	-		
	SNA	43.850,000	3,17	48hs.	-	-	-	-	43.850,000	42.499,000	41.936,500	43.850,000	3.863.863	45	16:28:22	
	SNAP	13.836,000	4,94	48hs.	-	-	-	-	13.836,000	13.183,500	13.300,000	14.000,000	2.716.797	35	16:34:17	
	SNAPD	-	-	48hs.	-	-	-	-	13,500	13,500	-	-	-	-		
	SNOW	5.775,500	3,95	48hs.	82	4.930,000	-	-	5.775,500	5.556,000	5.200,000	5.859,500	3.599.396	29	16:31:02	
	SNOWC	-	-	48hs.	-	-	-	-	-	9,900	-	-	-	-		
	SNOWD	-	-	48hs.	20	3,700	-	-	6,000	6,000	-	-	-	-		
	SONY	20.815,000	6,09	48hs.	1	1.500,000	29.500,000	7	20.849,500	19.618,500	19.619,000	21.029,500	9.487.460	88	16:56:13	
	SONYC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SONYD	-	-	48hs.	5	15,100	26,900	5	24,200	24,200	-	-	-	-		
	SPGI	8.602,000	1,80	48hs.	19	8.150,000	8.734,000	1	-	8.449,500	8.150,000	8.827,000	5.437.945	77	16:57:28	
	SPGIC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SPGID	-	-	48hs.	10	6,800	-	-	9,000	9,000	-	-	-	-		
	SPOT	6.455,000	'0,23	48hs.	4	6.335,000	-	-	6.458,000	6.440,000	6.335,000	6.699,000	12.849.619	247	16:55:22	
	SPOTB	-	-	48hs.	-	-	-	-	873,500	873,500	-	-	-	-		
	SPOTC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SPOTD	6,650	-	48hs.	-	-	7,000	78	6,650	6,650	6,650	6,650	7	1	15:41:05	
	SPY	21.399,000	3,13	48hs.	1	21.301,000	21.399,000	39	-	20.748,500	20.611,500	21.474,000	3.706.763.170	7.365	16:59:43	
	SPYB	20.850,000	'0,55	48hs.	-	-	-	-	20.850,000	20.735,000	20.850,000	20.850,000	35.132.250	1	15:30:40	
	SPYC	-	-	48hs.	-	-	-	-	22,000	22,000	-	-	-	-		
	SPYD	22,800	'0,44	48hs.	1	22,000	23,000	25	22,800	22,700	22,400	22,850	138.148	240	16:56:13	
	SPYDB	-	-	48hs.	-	-	-	-	22,550	22,550	-	-	-	-		
	SQ	3.191,000	9,07	48hs.	88	2.981,500	3.199,000	5	3.206,500	2.925,500	2.750,000	3.230,000	172.192.535	577	16:52:14	
	SQC	-	-	48hs.	-	-	-	-	13,250	13,250	-	-	-	-		
	SQD	3,250	-3,84	48hs.	50	1,650	3,440	79	3,250	3,380	3,250	3,390	977	11	14:57:39	
	SUZ	9.345,500	-1,41	48hs.	2	9.300,000	-	-	9.345,500	9.479,500	9.336,000	9.739,500	439.623	3	11:51:08	
	SUZC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SUZD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SYY	8.436,500	3,77	48hs.	1	8.251,000	8.629,000	2	-	8.129,500	8.295,000	8.583,000	1.980.248	18	16:54:52	
	SYYC	-	-	48hs.	-	-	-	-	131,250	131,250	-	-	-	-		
	SYYD	-	-	48hs.	-	-	-	-	131,250	131,250	-	-	-	-		
	T	5.255,000	1,50	48hs.	3	4.850,000	5.850,000	30	5.277,500	5.177,000	5.103,500	5.500,000	47.218.650	527	16:59:37	
	TB	-	-	48hs.	-	-	-	-	1.740,000	1.740,000	-	-	-	-		
	TC	-	-	48hs.	-	-	-	-	6,583	6,583	-	-	-	-		
	TCB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	TCOM	15.100,000	-9,39	48hs.	-	-	17.500,000	65	15.100,000	16.666,000	15.050,000	15.320,500	3.167.088	12	15:25:23	
	TD	5,500	2,42	48hs.	10	4,610	6,200	13	5,500	5,370	5,200	5,500	398	9	16:38:22	
	TEFO	495,000	3,34	48hs.	61	419,000	530,000	5	492,500	479,000	457,000	495,000	2.553.501	121	16:59:18	
	TEFOC	-	-	48hs.	-	-	-	-	1,565	1,565	-	-	-	-		
	TEN	31.616,500	1,52	48hs.	1	30.000,000	32.700,000	2	31.588,000	31.141,500	30.450,000	32.690,000	121.239.890	376	16:48:32	
	TENB	-	-	48hs.	-	-	-	-	25.260,000	25.260,000	-	-	-	-		
	TENC	-	-	48hs.	-	-	-	-	-	18,610	-	-	-	-		
	TEND	35,000	-2,77	48hs.	5	9,200	-	-	35,000	36,000	35,000	35,000	595	3	15:24:39	
	TGT	5.218,500	3,69	48hs.	-	-	-	-	5.194,000	5.032,500	4.996,500	5.219,000	10.897.686	111	16:35:15	
	TGTB	-	-	48hs.	-	-	-	-	11.693,000	11.693,000	-	-	-	-		
	TGTD	-	-	48hs.	10	4,600	6,900	49	-	5,400	-	-	-	-		
	TIIAC	-	-	48hs.	-	-	-	-	-	'0,010	-	-	-	-		
	TIIAD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	TIIAY	-	-	48hs.	-	-	-	-	149,716	149,716	-	-	-	-		
	TIMB	-	-	48hs.	3.000	16.723,000	17.165,000	3.000	-	15.406,000	-	-	-	-		
	TIMBD	-	-	48hs.	-	-	-	-	11,782	11,782	-	-	-	-		
	TM	35.746,500	4,76	48hs.	200	29.340,000	36.110,000	1	35.463,500	34.120,500	33.915,000	35.813,500	16.719.939	142	16:55:54	
	TMC	-	-	48hs.	-	-	-	-	15,212	15,212	-	-	-	-		
	TMD	-	-	48hs.	5	27,100	42,000	110	39,000	39,000	-	-	-	-		
	TMO	20.786,500	3,88	48hs.	1.300	20.770,500	21.272,000	1.300	-	20.008,500	20.471,500	21.000,000	1.553.979	14	16:54:26	
	TMOB	-	-	48hs.	-	-	-	-	-	6.047,000	-	-	-	-		
	TMOC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	TMOD	-	-	48hs.	-	-	-	-	26,968	26,968	-	-	-	-		
	TRIP	8.305,000	3,89	48hs.	-	-	8.400,000	1	8.305,000	7.994,000	8.089,500	8.305,000	1.067.836	26	16:53:07	
	TRIPD	-	-	48hs.	-	-	-	-	14,700	14,700	-	-	-	-		
	TRVV	24.405,500	-0,35	48hs.	200	24.500,000	28.710,000	1	24.405,500	24.493,533	24.405,500	24.405,500	24.406	1	12:57:17	
	TRVVC	-	-	48hs.	-	-	-	-	-	21,454	-	-	-	-		
	TRVVD	-	-	48hs.	2	25,100	-	-	-	26,585	-	-	-	-		
	TSLA	15.080,000	4,09	48hs.	44	13.500,000	15.500,000	12	15.122,500	14.486,500	14.421,000	15.180,000	516.609.684	3.154	16:59:30	
	TSLAB	-	-	48hs.	-	-	-	-	8.590,000	8.590,000	-	-	-	-		
	TSLAC	-	-	48hs.	-	-	-	-	16,200	16,200	-	-	-	-		
	TSLAD	15,300	-1,92	48hs.	70	14,500	16,550	59	15,300	15,600	15,000	16,450	26.019	128	16:52:17	
	TSM	10.160,500	3,23	48hs.	44	9.475,000	13.000,000	1	10.160,500	9.842,000	9.763,000	10.297,000	35.434.338	244	16:52:07	
	TSMB	-	-	48hs.	-	-	-	-	64.714,000	64.714,000	-	-	-	-		
	TSMC	-	-	48hs.	-	-	-	-	12,680	12,680	-	-	-	-		
	TSMD	10,700	-2,72	48hs.	5	8,300	12,000	11	10,750	11,000	10,700	11,000	1.150	9	16:56:41	
	TSMDB	-	-	48hs.	-	-	-	-	249,000	249,000	-	-	-	-		
	TTE	19.850,000	'0,24	48hs.	-	-	-	-	19.850,000	19.800,500	19.734,000	20.100,000	696.372	6	15:38:31	
	TTEC	-	-	48hs.	-	-	-	-	3,484	3,484	-	-	-	-		
	TTED	-	-	48hs.	-	-	-	-	-	20,667	-	-	-	-		
	TV	1.018,000	2,36	48hs.	-	-	1.050,000	235	1.022,500	994,500	991,500	1.037,000	427.264	28	16:39:04	
	TVC	-	-	48hs.	-	-	-	-	5,312	5,312	-	-	-	-		
	TVD	-	-	48hs.	-	-	-	-	-	5,847	-	-	-	-		
	TWLO	1.800,000	5,88	48hs.	208	1.662,000	-	-	1.800,000	1.700,000	1.701,000	1.819,500	4.717.990	42	16:51:00	
	TWLOD	-	-	48hs.	25	1,310	-	-	1,840	1,840	-	-	-	-		
	TXN	29.000,000	1,15	48hs.	-	-	-	-	29.093,500	28.670,000	28.000,000	29.650,000	6.755.184	82	16:58:22	
	TXNC	-	-	48hs.	-	-	-	-	18,636	18,636	-	-	-	-		
	TXND	-	-	48hs.	5	23,600	37,000	7	30,500	30,500	-	-	-	-		
	TXR	17.850,000	1,98	48hs.	-	-	-	-	18.111,000	17.502,000	17.520,000	19.200,000	111.127.752	252	16:53:37	
	TXRC	-	-	48hs.	-	-	-	-	21,500	21,500	-	-	-	-		
	TXRD	20,450	4,87	48hs.	10	5,300	24,900	10	20,250	19,500	20,000	20,450	40	2	15:05:13	
	UAL	7.700,000	8,80	48hs.	-	-	7.872,000	296	7.739,000	7.077,000	7.312,000	7.820,000	13.893.248	75	16:59:10	
	UALB	-	-	48hs.	-	-	-	-	6.295,000	6.295,000	-	-	-	-		
	UALC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	UALD	-	-	48hs.	25	3,600	12,000	1	11,000	11,000	-	-	-	-		
	UBER	28.000,000	6,34	48hs.	-	-	-	-	28.000,000	26.330,000	26.300,000	28.000,000	3.323.283	41	16:59:28	
	UBERC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	UBERD	-	-	48hs.	-	-	-	-	28,000	28,000	-	-	-	-		
	UGP	4.840,000	5,45	48hs.	-	-	-	-	4.840,000	4.589,500	4.741,500	4.865,000	3.688.178	18	16:53:19	
	UGPC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	UGPD	-	-	48hs.	-	-	-	-	2,998	2,998	-	-	-	-		
	UL	14.950,000	7,09	48hs.	1	14.080,000	15.999,500	4	14.932,000	13.960,000	14.210,000	14.950,000	94.264.598	224	16:52:35	
	ULB	-	-	48hs.	-	-	-	-	3.185,000	3.185,000	-	-	-	-		
	ULC	-	-	48hs.	-	-	-	-	14,295	14,295	-	-	-	-		
	ULD	16,400	11,18	48hs.	2	14,750	-	-	16,400	14,750	16,400	16,400	98	1	13:34:43	
	UNH	15.697,000	3,07	48hs.	-	-	-	-	15.696,500	15.228,500	14.930,000	15.700,000	10.771.316	143	16:59:31	
	UNHB	-	-	48hs.	-	-	-	-	-	12.900,000	-	-	-	-		
	UNHC	-	-	48hs.	-	-	-	-	15,029	15,029	-	-	-	-		
	UNHD	-	-	48hs.	5	12,750	18,100	5	17,900	17,900	-	-	-	-		
	UNP	10.490,000	1,43	48hs.	-	-	-	-	10.489,000	10.341,478	10.350,000	10.490,000	2.092.648	9	16:29:55	
	UNPC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	UNPD	-	-	48hs.	10	10,100	-	-	10,935	10,935	-	-	-	-		
	UPST	6.658,000	9,95	48hs.	100	6.655,000	6.789,000	29	6.779,000	6.055,000	5.900,000	6.820,500	68.059.774	369	16:58:36	
	UPSTC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	UPSTD	6,400	3,22	48hs.	-	-	-	-	6,400	6,200	6,400	6,400	6	1	16:58:35	
	URBN	16.031,000	3,31	48hs.	-	-	-	-	16.031,000	15.516,000	16.031,000	16.031,000	16.031	1	14:12:44	
	URBNC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	USB	7.288,000	1,78	48hs.	14	7.000,000	-	-	-	7.160,000	7.104,000	7.430,000	759.152	19	16:59:02	
	V	13.380,500	6,05	48hs.	3	12.200,000	15.100,000	3	13.261,500	12.616,000	12.505,000	13.380,500	62.376.754	345	16:59:39	
	VALE	6.865,000	2,64	48hs.	5	6.194,000	7.200,000	380	6.881,000	6.688,000	6.685,000	6.956,000	53.820.721	376	16:59:03	
	VALEB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	VALEC	-	-	48hs.	-	-	-	-	6,037	6,037	-	-	-	-		
	VALED	7,400	7,24	48hs.	2	5,750	8,000	3	7,400	6,900	7,000	7,400	485	5	13:26:01	
	VB	-	-	48hs.	-	-	-	-	-	10.735,000	-	-	-	-		
	VC	-	-	48hs.	-	-	-	-	-	12,821	-	-	-	-		
	VD	14,150	8,84	48hs.	50	12,650	14,500	4	14,050	13,000	13,100	14,150	6.247	28	15:48:17	
	VIST	28.786,500	1,18	48hs.	18	28.546,000	28.700,000	50	28.644,500	28.449,000	27.490,000	29.155,000	1.136.517.848	2.637	16:59:12	
	VISTB	-	-	48hs.	-	-	-	-	-	30.524,000	-	-	-	-		
	VISTC	-	-	48hs.	-	-	-	-	-	21,850	-	-	-	-		
	VISTD	30,300	1,00	48hs.	38	28,000	33,000	11	30,350	30,000	30,000	31,750	32.926	98	16:54:54	
	VITCB	-	-	48hs.	-	-	-	-	-	25,550	-	-	-	-		
	VITDB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	VIV	10.145,500	6,01	48hs.	-	-	-	-	10.133,000	9.569,500	9.960,000	10.145,500	110.343	5	16:28:27	
	VIVD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	VOD	8.573,000	5,71	48hs.	-	-	11.559,000	10	8.419,500	8.109,500	8.158,500	8.574,000	12.330.308	56	16:48:34	
	VODC	-	-	48hs.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	VODD	-	-	48hs.	-	-	-	-	15,093	15,093	-	-	-	-		
	VRSN	32.724,500	-0,71	48hs.	-	-	40.000,000	2	-	32.961,500	32.660,500	32.904,500	131.014	3	14:59:03	
	VRSND	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	VZ	18.150,000	3,88	48hs.	-	-	18.400,000	1	18.131,500	17.471,000	17.350,000	18.150,000	69.742.796	225	16:51:38	
	VZB	-	-	48hs.	-	-	-	-	-	6.409,000	-	-	-	-		
	VZC	-	-	48hs.	-	-	-	-	22,798	22,798	-	-	-	-		
	VZD	18,200	-	48hs.	5	12,750	21,700	1	18,200	18,200	18,200	19,000	112	2	16:44:51	
	WBA	6.729,500	8,00	48hs.	1	6.350,000	12.300,000	2	6.724,000	6.230,500	6.130,500	6.757,500	82.739.023	948	16:59:37	
	WBAC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	WBAD	7,450	3,47	48hs.	20	7,400	8,000	8	7,680	7,200	7,250	7,870	903	12	16:07:17	
	WBO	1.461,000	6,37	48hs.	1	1.300,000	1.819,000	548	1.461,000	1.373,500	1.373,500	1.500,000	1.582.646	54	16:56:42	
	WBOD	-	-	48hs.	-	-	-	-	9,688	9,688	-	-	-	-		
	WFC	8.281,000	3,51	48hs.	-	-	-	-	8.352,500	8.000,000	8.052,000	8.410,000	16.933.544	76	16:38:50	
	WFC.B	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	WFCD	8,750	2,94	48hs.	9	7,400	9,500	1	8,750	8,500	8,750	8,750	175	1	12:59:59	
	WMT	24.462,000	4,90	48hs.	13	23.450,000	25.000,000	30	24.281,500	23.318,814	23.100,500	24.500,000	154.548.063	736	16:59:35	
	WMT.B	-	-	48hs.	-	-	-	-	21.211,000	21.211,000	-	-	-	-		
	WMTC	-	-	48hs.	-	-	-	-	24,415	24,415	-	-	-	-		
	WMTD	25,500	-0,01	48hs.	11	24,500	27,300	38	25,500	25,505	24,850	26,000	6.797	30	16:52:51	
	X	11.200,000	2,32	48hs.	1	10.750,000	11.250,000	10	11.199,500	10.946,000	10.728,500	11.200,000	32.521.346	163	16:39:08	
	XD	-	-	48hs.	20	7,000	12,400	48	11,800	11,800	-	-	-	-		
	XLE	38.699,000	1,74	48hs.	1	35.000,000	42.918,000	1	38.415,000	38.037,000	36.833,000	38.704,500	198.563.460	679	16:58:04	
	XLEB	-	-	48hs.	-	-	-	-	39.082,000	39.082,000	-	-	-	-		
	XLED	41,500	1,21	48hs.	11	38,500	43,000	1	41,500	41,000	41,000	42,900	27.818	13	16:36:06	
	XLEDB	41,000	-1,79	48hs.	-	-	-	-	-	41,750	41,000	41,250	598.988	3	14:54:53	
	XLF	16.900,000	3,16	48hs.	-	-	-	-	16.825,500	16.381,000	16.339,000	16.900,000	58.609.663	281	16:58:18	
	XLFD	18,000	5,88	48hs.	2	17,300	18,000	66	18,000	17,000	17,200	18,000	2.085	12	16:23:52	
	XOM	18.652,000	3,24	48hs.	4	17.908,000	18.900,000	3	18.611,000	18.066,000	17.900,000	18.778,000	125.729.288	803	16:59:39	
	XOMB	-	-	48hs.	-	-	-	-	-	10.595,000	-	-	-	-		
	XOMC	-	-	48hs.	-	-	-	-	17,256	17,256	-	-	-	-		
	XOMD	20,000	1,78	48hs.	5	13,500	22,000	38	20,000	19,650	19,000	20,350	6.807	27	16:23:05	
	XP	5.330,000	2,61	48hs.	-	-	-	-	5.300,500	5.194,000	5.038,000	5.390,000	1.276.874	30	16:54:38	
	XPC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	XPD	-	-	48hs.	-	-	-	-	4,400	4,400	-	-	-	-		
	XROX	13.013,500	3,28	48hs.	-	-	-	-	13.013,500	12.600,000	12.749,500	13.013,500	89.871	4	15:09:15	
	XROXC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	XROXD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	YELP	21.050,000	5,25	48hs.	-	-	-	-	21.050,000	20.000,000	20.257,500	21.050,000	396.726	3	16:55:32	
	YELPD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	YY	6.963,500	'0,97	48hs.	-	-	-	-	6.963,500	6.896,000	6.944,500	7.080,000	428.837	5	16:53:35	
	YYC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	YYD	-	-	48hs.	-	-	-	-	5,958	5,958	-	-	-	-		
	YZCA	-	-	48hs.	-	-	-	-	'0,007	'0,007	-	-	-	-		
	YZCAC	-	-	48hs.	-	-	-	-	'0,007	'0,007	-	-	-	-		
	ZM	1.400,000	7,27	48hs.	324	1.235,000	2.400,000	8	1.411,000	1.305,000	1.265,000	1.429,500	13.540.349	335	16:59:01	
	ZMC	-	-	48hs.	-	-	-	-	-	6,150	-	-	-	-		
	ZMD	-	-	48hs.	-	-	1,700	1	1,320	1,320	-	-	-	-		
